From,To,Distance,Duration,Timestring
FLL,DTW,1818.2998681580286,8182,02:16
FLL,BOS,1994.305667378219,8974,02:29
FLL,PHL,1600.629673977194,7202,02:00
FLL,LGA,1734.5731694887581,7805,02:10
FLL,BWI,1492.712403266651,6717,01:51
FLL,DCA,1450.4858874048628,6527,01:48
FLL,MDW,1880.6904458979716,8463,02:21
FLL,IAD,1453.2551300644373,6539,01:48
FLL,SLC,3349.4736220715663,15072,04:11
FLL,SAN,3644.4028054419528,16399,04:33
FLL,TPA,316.7997883996471,1425,00:23
FLL,PDX,4329.902814255503,19484,05:24
FLL,DAL,1780.7043475473342,8013,02:13
BWI,ATL,927.5320501290009,4173,01:09
BWI,LAX,3739.9184895095864,16829,04:40
BWI,ORD,997.9718967120314,4490,01:14
BWI,DFW,1954.7712505267884,8796,02:26
BWI,JFK,295.3613611836023,1329,00:22
BWI,DEN,2393.5495646140735,10770,02:59
BWI,SFO,3944.3578943234397,17749,04:55
BWI,CLT,580.7090491379238,2613,00:43
BWI,LAS,3381.1247680078163,15215,04:13
BWI,PHX,3209.7414879116527,14443,04:00
BWI,MIA,1525.9452575907696,6866,01:54
BWI,IAH,1985.7922060398007,8936,02:28
BWI,SEA,3748.14211304852,16866,04:41
BWI,MCO,1268.9994601548567,5710,01:35
BWI,EWR,271.78602844413376,1223,00:20
BWI,MSP,1503.629832206661,6766,01:52
BWI,DTW,656.7387562962851,2955,00:49
BWI,BOS,594.0549402705112,2673,00:44
BWI,PHL,144.8524271397875,651,00:10
BWI,LGA,297.41762531869546,1338,00:22
BWI,FLL,1492.712403266651,6717,01:51
BWI,DCA,48.07225942703487,216,00:03
BWI,MDW,980.5465332160945,4412,01:13
BWI,IAD,72.68014870643988,327,00:05
BWI,SLC,2993.4965126762454,13470,03:44
BWI,SAN,3685.614196542746,16585,04:36
BWI,TPA,1357.9069111831882,6110,01:41
BWI,PDX,3785.9234546608905,17036,04:43
BWI,DAL,1941.747456623249,8737,02:25
DCA,ATL,880.0945486243228,3960,01:06
DCA,LAX,3710.90382926005,16699,04:38
DCA,ORD,982.6203520192857,4421,01:13
DCA,DFW,1914.944492812406,8617,02:23
DCA,JFK,342.218685545247,1539,00:25
DCA,DEN,2369.193858610194,10661,02:57
DCA,SFO,3920.9543085030186,17644,04:54
DCA,CLT,532.6374151680554,2396,00:39
DCA,LAS,3353.5809573129213,15091,04:11
DCA,PHX,3177.7231885651127,14299,03:58
DCA,MIA,1483.6040352212076,6676,01:51
DCA,IAH,1941.6336508962577,8737,02:25
DCA,SEA,3738.1479442218956,16821,04:40
DCA,MCO,1224.1285849226626,5508,01:31
DCA,EWR,319.3408526232778,1437,00:23
DCA,MSP,1494.8481218411202,6726,01:52
DCA,DTW,651.250827037001,2930,00:48
DCA,BOS,641.4739534042822,2886,00:48
DCA,PHL,191.6053070864896,862,00:14
DCA,LGA,344.7817091608286,1551,00:25
DCA,FLL,1450.4858874048628,6527,01:48
DCA,BWI,48.07225942703487,216,00:03
DCA,MDW,964.3903994905313,4339,01:12
DCA,IAD,37.61287052540434,169,00:02
DCA,SLC,2972.0688985164447,13374,03:42
DCA,SAN,3654.8031265797313,16446,04:34
DCA,TPA,1311.8747034900123,5903,01:38
DCA,PDX,3773.2316401373373,16979,04:42
DCA,DAL,1901.7417078405012,8557,02:22
MDW,ATL,951.9618412981729,4283,01:11
MDW,LAX,2811.537192438697,12651,03:30
MDW,ORD,24.856214591154025,111,00:01
MDW,DFW,1283.1967113909393,5774,01:36
MDW,JFK,1174.4705466824553,5285,01:28
MDW,DEN,1437.3419999548844,6468,01:47
MDW,SFO,2977.4730284255133,13398,03:43
MDW,CLT,940.1496223908093,4230,01:10
MDW,LAS,2441.8897980425095,10988,03:03
MDW,PHX,2319.654303493779,10438,02:53
MDW,MIA,1905.3734262678713,8574,02:22
MDW,IAH,1478.17957493442,6651,01:50
MDW,SEA,2782.173703821883,12519,03:28
MDW,MCO,1595.4107850745256,7179,01:59
MDW,EWR,1141.0769095717876,5134,01:25
MDW,MSP,560.316424409127,2521,00:42
MDW,DTW,366.548478417348,1649,00:27
MDW,BOS,1381.5116197019695,6216,01:43
MDW,PHL,1072.9361771085175,4828,01:20
MDW,LGA,1163.9328506186366,5237,01:27
MDW,FLL,1880.6904458979716,8463,02:21
MDW,BWI,980.5465332160945,4412,01:13
MDW,DCA,964.3903994905313,4339,01:12
MDW,IAD,927.0850982730308,4171,01:09
MDW,SLC,2020.465330107128,9092,02:31
MDW,SAN,2776.0039222209894,12492,03:28
MDW,TPA,1606.9071440431958,7231,02:00
MDW,PDX,2810.937298637312,12649,03:30
MDW,DAL,1277.2530896363985,5747,01:35
IAD,ATL,859.0323476237007,3865,01:04
IAD,LAX,3674.0352461713446,16533,04:35
IAD,ORD,945.4059326067709,4254,01:10
IAD,DFW,1882.4805310067893,8471,02:21
IAD,JFK,366.3204209783222,1648,00:27
IAD,DEN,2331.696941362979,10492,02:54
IAD,SFO,3883.406962270049,17475,04:51
IAD,CLT,517.3717797509535,2328,00:38
IAD,LAS,3316.4520946134185,14924,04:08
IAD,PHX,3141.577392427163,14137,03:55
IAD,MIA,1486.1650056273338,6687,01:51
IAD,IAH,1913.3800847616164,8610,02:23
IAD,SEA,3701.633066456815,16657,04:37
IAD,MCO,1222.0244324989692,5499,01:31
IAD,EWR,341.41798146685863,1536,00:25
IAD,MSP,1458.7027183225146,6564,01:49
IAD,DTW,616.2912565263871,2773,00:46
IAD,BOS,663.5505428876075,2985,00:49
IAD,PHL,216.4124251994018,973,00:16
IAD,LGA,367.4643622859583,1653,00:27
IAD,FLL,1453.2551300644373,6539,01:48
IAD,BWI,72.68014870643988,327,00:05
IAD,DCA,37.61287052540434,169,00:02
IAD,MDW,927.0850982730308,4171,01:09
IAD,SLC,2934.458036959047,13205,03:40
IAD,SAN,3618.334871747874,16282,04:31
IAD,TPA,1306.869069973189,5880,01:38
IAD,PDX,3736.254074846357,16813,04:40
IAD,DAL,1869.4075054045986,8412,02:20
SLC,ATL,2553.607712936545,11491,03:11
SLC,LAX,949.3176184701942,4271,01:11
SLC,ORD,2006.1575937815041,9027,02:30
SLC,DFW,1589.466559695289,7152,01:59
SLC,JFK,3193.6063667217777,14371,03:59
SLC,DEN,627.5906905683613,2824,00:47
SLC,SFO,961.9129380965389,4328,01:12
SLC,CLT,2773.597842999254,12481,03:28
SLC,LAS,591.9394150398863,2663,00:44
SLC,PHX,817.7451968147611,3679,01:01
SLC,MIA,3357.455812640271,15108,04:11
SLC,IAH,1922.3516106210805,8650,02:24
SLC,SEA,1106.7160317040875,4980,01:23
SLC,MCO,3103.287666551152,13964,03:52
SLC,EWR,3160.250611489477,14221,03:57
SLC,MSP,1591.5355504749757,7161,01:59
SLC,DTW,2377.8948199893393,10700,02:58
SLC,BOS,3379.558691762396,15208,04:13
SLC,PHL,3092.818832045445,13917,03:51
SLC,LGA,3182.503496831678,14321,03:58
SLC,FLL,3349.4736220715663,15072,04:11
SLC,BWI,2993.4965126762454,13470,03:44
SLC,DCA,2972.0688985164447,13374,03:42
SLC,MDW,2020.465330107128,9092,02:31
SLC,IAD,2934.458036959047,13205,03:40
SLC,SAN,1008.3482392131244,4537,01:15
SLC,TPA,3034.0722929980166,13653,03:47
SLC,PDX,1011.7541815957131,4552,01:15
SLC,DAL,1606.6051272865238,7229,02:00
SAN,ATL,3037.687421310437,13669,03:47
SAN,LAX,175.70151493118667,790,00:13
SAN,ORD,2768.0716331340586,12456,03:27
SAN,DFW,1880.4338461508144,8461,02:21
SAN,JFK,3928.0430354867804,17676,04:54
SAN,DEN,1371.326322836605,6170,01:42
SAN,SFO,718.8887668946707,3234,00:53
SAN,CLT,3335.3807314432784,15009,04:10
SAN,LAS,416.41470356745464,1873,00:31
SAN,PHX,488.6162108188093,2198,00:36
SAN,MIA,3642.5561984733886,16391,04:33
SAN,IAH,2093.1524164352118,9419,02:36
SAN,SEA,1692.2497174748053,7615,02:06
SAN,MCO,3451.56605657214,15532,04:18
SAN,EWR,3895.062967206003,17527,04:52
SAN,MSP,2462.7992510586673,11082,03:04
SAN,DTW,3142.1860653629606,14139,03:55
SAN,BOS,4155.900843962211,18701,05:11
SAN,PHL,3805.952740141022,17126,04:45
SAN,LGA,3919.854897409816,17639,04:53
SAN,FLL,3644.4028054419528,16399,04:33
SAN,BWI,3685.614196542746,16585,04:36
SAN,DCA,3654.8031265797313,16446,04:34
SAN,MDW,2776.0039222209894,12492,03:28
SAN,IAD,3618.334871747874,16282,04:31
SAN,SLC,1008.3482392131244,4537,01:15
SAN,TPA,3352.150355552321,15084,04:11
SAN,PDX,1502.6161661319063,6761,01:52
SAN,DAL,1898.243454392714,8542,02:22
TPA,ATL,654.9526607728382,2947,00:49
TPA,LAX,3466.4316699616675,15598,04:19
TPA,ORD,1631.25689914882,7340,02:02
TPA,DFW,1492.695342346422,6717,01:51
TPA,JFK,1619.5265962943317,7287,02:01
TPA,DEN,2422.5195886524557,10901,03:01
TPA,SFO,3843.8339513429855,17297,04:48
TPA,CLT,818.8147156108085,3684,01:01
TPA,LAS,3187.455838213221,14343,03:59
TPA,PHX,2872.752635489113,12927,03:35
TPA,MIA,329.1517433412867,1481,00:24
TPA,IAH,1265.0269266838955,5692,01:34
TPA,SEA,4050.9736697158464,18229,05:03
TPA,MCO,130.14893040883473,585,00:09
TPA,EWR,1607.2664002757108,7232,02:00
TPA,MSP,2104.7701129128973,9471,02:37
TPA,DTW,1584.8083341415806,7131,01:58
TPA,BOS,1908.4601730183472,8588,02:23
TPA,PHL,1482.7392133552848,6672,01:51
TPA,LGA,1628.2917430265798,7327,02:02
TPA,FLL,316.7997883996471,1425,00:23
TPA,BWI,1357.9069111831882,6110,01:41
TPA,DCA,1311.8747034900123,5903,01:38
TPA,MDW,1606.9071440431958,7231,02:00
TPA,IAD,1306.869069973189,5880,01:38
TPA,SLC,3034.0722929980166,13653,03:47
TPA,SAN,3352.150355552321,15084,04:11
TPA,PDX,4013.1716469942776,18059,05:00
TPA,DAL,1474.4485746081666,6635,01:50
PDX,ATL,3489.16605952409,15701,04:21
PDX,LAX,1343.0915245754795,6043,01:40
PDX,ORD,2791.6594873767954,12562,03:29
PDX,DFW,2597.054511035629,11686,03:14
PDX,JFK,3938.871318090605,17724,04:55
PDX,DEN,1592.177201802847,7164,01:59
PDX,SFO,886.3843122696933,3988,01:06
PDX,CLT,3664.498744737179,16490,04:34
PDX,LAS,1227.6662717056113,5524,01:32
PDX,PHX,1625.0879102507972,7312,02:01
PDX,MIA,4340.123521558548,19530,05:25
PDX,IAH,2933.728218156802,13201,03:40
PDX,SEA,208.03452701404663,936,00:15
PDX,MCO,4073.223323699403,18329,05:05
PDX,EWR,3906.5385261608544,17579,04:52
PDX,MSP,2288.6932703335165,10299,02:51
PDX,DTW,3134.9498383218183,14107,03:55
PDX,BOS,4072.3254294212793,18325,05:05
PDX,PHL,3862.5590274305855,17381,04:49
PDX,LGA,3925.335191587639,17664,04:54
PDX,FLL,4329.902814255503,19484,05:24
PDX,BWI,3785.9234546608905,17036,04:43
PDX,DCA,3773.2316401373373,16979,04:42
PDX,MDW,2810.937298637312,12649,03:30
PDX,IAD,3736.254074846357,16813,04:40
PDX,SLC,1011.7541815957131,4552,01:15
PDX,SAN,1502.6161661319063,6761,01:52
PDX,TPA,4013.1716469942776,18059,05:00
PDX,DAL,2613.882984155824,11762,03:16
DAL,ATL,1158.02798293446,5211,01:26
DAL,LAX,2001.2331471968198,9005,02:30
DAL,ORD,1285.0245546844508,5782,01:36
DAL,DFW,18.24679468611756,82,00:01
DAL,JFK,2222.4676783887644,10001,02:46
DAL,DEN,1047.4149024409817,4713,01:18
DAL,SFO,2370.174253607789,10665,02:57
DAL,CLT,1487.7489706391991,6694,01:51
DAL,LAS,1713.048414963516,7708,02:08
DAL,PHX,1411.7817754818132,6353,01:45
DAL,MIA,1783.9705819393387,8027,02:13
DAL,IAH,349.08477216523727,1570,00:26
DAL,SEA,2684.398892962927,12079,03:21
DAL,MCO,1564.2046022748832,7038,01:57
DAL,EWR,2192.451471025026,9866,02:44
DAL,MSP,1374.2365305869646,6184,01:43
DAL,DTW,1578.0095635191271,7101,01:58
DAL,BOS,2497.5574997568897,11239,03:07
DAL,PHL,2080.137507683996,9360,02:36
DAL,LGA,2219.034601123804,9985,02:46
DAL,FLL,1780.7043475473342,8013,02:13
DAL,BWI,1941.747456623249,8737,02:25
DAL,DCA,1901.7417078405012,8557,02:22
DAL,MDW,1277.2530896363985,5747,01:35
DAL,IAD,1869.4075054045986,8412,02:20
DAL,SLC,1606.6051272865238,7229,02:00
DAL,SAN,1898.243454392714,8542,02:22
DAL,TPA,1474.4485746081666,6635,01:50
DAL,PDX,2613.882984155824,11762,03:16
