Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I600,F366,LAX,IAH,19920,29887,94
I601,F264-F367,PHL,LAX,21000,49329,54
I602,F367,IAH,LAX,39362,49329,12
I603,F32-F368,MSP,DEN,37149,85668,34
I604,F368,LAX,DEN,79436,85668,126
I605,F369,BOS,ATL,20340,27184,9
I606,F59-F370,PHL,DEN,20100,63555,8
I607,F101-F370,DFW,DEN,20280,63555,63
I608,F309-F370,JFK,DEN,20460,63555,25
I609,F370,ATL,DEN,54888,63555,13
I610,F371,SFO,IAH,20880,32701,66
I611,F103-F372,MCO,SFO,20340,78142,23
I612,F130-F372,MSP,SFO,20880,78142,7
I613,F233-F372,EWR,SFO,19800,78142,34
I614,F353-F372,LAX,SFO,20820,78142,72
I615,F372,IAH,SFO,66321,78142,24
I616,F373,LAS,IAH,20460,29289,20
I617,F79-F374,DEN,EWR,44969,73617,79
I618,F200-F374,PHL,EWR,20580,73617,47
I619,F374,IAH,EWR,63492,73617,2
I620,F375,ATL,PHX,20640,32110,37
I621,F230-F376,SFO,ATL,40306,76124,14
I622,F298-F376,DEN,ATL,20220,76124,44
I623,F376,PHX,ATL,64654,76124,70
I624,F377,SFO,ORD,20100,33433,2
I625,F341-F378,EWR,DEN,20580,66887,43
I626,F378,ORD,DEN,60470,66887,85
I627,F379,BOS,ATL,20400,27244,2
I628,F379-F380,BOS,JFK,20400,54107,72
I629,F380,ATL,JFK,48608,54107,28
I630,F381,MIA,DFW,20880,28989,7
I631,F382,DFW,MIA,49044,57153,160
I632,F344-F383,PHL,IAH,19920,85823,54
I633,F357-F383,PHL,IAH,68106,85823,61
I634,F383,MIA,IAH,78853,85823,45
I635,F384,EWR,DFW,20580,30498,16
I636,F102-F385,ATL,MCO,50364,72925,30
I637,F143-F385,SEA,MCO,19800,72925,8
I638,F219-F385,MSP,MCO,40796,72925,28
I639,F385,DFW,MCO,65806,72925,16
I640,F51-F386,CLT,ATL,19860,86319,15
I641,F303-F386,JFK,ATL,51473,86319,31
I642,F321-F386,DFW,ATL,50927,86319,7
I643,F342-F386,ORD,ATL,53460,86319,23
I644,F385-F386,DFW,ATL,65806,86319,7
I645,F386,MCO,ATL,83394,86319,9
I646,F387,PHX,ATL,20040,31510,4
I647,F70-F388,DTW,IAH,20760,58022,53
I648,F388,ATL,IAH,53041,58022,12
I649,F41-F389,LAS,ORD,28462,67542,20
I650,F87-F389,EWR,ORD,43659,67542,16
I651,F103-F389,MCO,ORD,20340,67542,9
I652,F233-F389,EWR,ORD,19800,67542,19
I653,F389,IAH,ORD,60837,67542,19
I654,F390,BOS,ATL,20160,27004,20
I655,F59-F391,PHL,BOS,20100,49411,13
I656,F309-F391,JFK,BOS,20460,49411,14
I657,F391,ATL,BOS,42567,49411,133
I658,F56-F392,MSP,DFW,48488,84979,16
I659,F332-F392,MSP,DFW,49440,84979,5
I660,F392,BOS,DFW,73689,84979,139
I661,F72-F393,MCO,DEN,20700,93172,8
I662,F320-F393,MCO,DEN,38477,93172,20
I663,F393,DFW,DEN,88528,93172,132
I664,F394,LAX,DEN,20580,26812,26
I665,F280-F395,IAH,LAX,20460,46185,29
I666,F395,DEN,LAX,39953,46185,67
I667,F348-F396,DFW,DEN,36636,73807,18
I668,F367-F396,IAH,DEN,39362,73807,51
I669,F396,LAX,DEN,67575,73807,18
I670,F397,MSP,DEN,19920,24834,89
I671,F198-F398,SEA,CLT,20820,59934,15
I672,F226-F398,MIA,CLT,20040,59934,48
I673,F327-F398,DTW,CLT,33796,59934,18
I674,F394-F398,LAX,CLT,20580,59934,38
I675,F398,DEN,CLT,50268,59934,17
I676,F399,MCO,PHL,20280,26526,61
I677,F159-F400,ORD,MIA,46639,61098,17
I678,F399-F400,MCO,MIA,20280,61098,55
I679,F400,PHL,MIA,53745,61098,61
I680,F91-F401,JFK,BOS,70350,89902,31
I681,F344-F401,PHL,BOS,19920,89902,45
I682,F401,MIA,BOS,80776,89902,84
I683,F402,DTW,MSP,20340,24156,8
I684,F203-F403,CLT,DTW,20520,38211,9
I685,F403,MSP,DTW,34395,38211,9
I686,F177-F404,PHL,MSP,20400,70190,46
I687,F404,DTW,MSP,66374,70190,50
I688,F405,MSP,JFK,20100,27529,88
I689,F278-F406,DEN,ATL,44804,64250,16
I690,F302-F406,MSP,ATL,20520,64250,62
I691,F406,JFK,ATL,58751,64250,19
I692,F95-F407,PHL,DTW,54863,76704,21
I693,F97-F407,MIA,DTW,20760,76704,43
I694,F201-F407,IAH,DTW,44995,76704,9
I695,F387-F407,PHX,DTW,20040,76704,39
I696,F407,ATL,DTW,72393,76704,16
I697,F408,MCO,ORD,20820,28110,10
I698,F18-F409,PHL,MCO,20580,46721,19
I699,F257-F409,MIA,MCO,20040,46721,13
I700,F409,ORD,MCO,39431,46721,18
I701,F303-F410,JFK,BOS,51473,81245,20
I702,F409-F410,ORD,BOS,39431,81245,20
I703,F410,MCO,BOS,73123,81245,34
I704,F411,CLT,PHX,20160,32976,128
I705,F00-F412,MCO,CLT,19860,63022,48
I706,F412,PHX,CLT,50206,63022,54
I707,F336-F413,MIA,JFK,56908,75715,11
I708,F412-F413,PHX,JFK,50206,75715,26
I709,F413,CLT,JFK,71800,75715,56
I710,F63-F414,DTW,DFW,44138,87717,11
I711,F76-F414,CLT,DFW,49764,87717,19
I712,F65-F227-F414,BOS,DFW,20940,87717,5
I713,F414,JFK,DFW,77664,87717,93
I714,F415,IAH,ORD,19920,26625,17
I715,F254-F416,BOS,DFW,19860,54303,41
I716,F341-F416,EWR,DFW,20580,54303,32
I717,F415-F416,IAH,DFW,19920,54303,27
I718,F416,ORD,DFW,48498,54303,4
I719,F24-F417,SFO,MSP,20940,76751,2
I720,F151-F417,LAS,MSP,20100,76751,25
I721,F154-F417,DTW,MSP,20100,76751,8
I722,F249-F417,LAX,MSP,20400,76751,25
I723,F263-F417,PHL,MSP,58134,76751,41
I724,F417,DFW,MSP,70577,76751,19
I725,F134-F418,EWR,DEN,32475,88865,44
I726,F175-F418,DFW,DEN,37191,88865,6
I727,F51-F193-F418,CLT,DEN,19860,88865,25
I728,F203-F418,CLT,DEN,20520,88865,17
I729,F89-F297-F418,JFK,DEN,20100,88865,1
I730,F402-F418,DTW,DEN,20340,88865,33
I731,F418,MSP,DEN,83951,88865,2
I732,F419,DEN,SEA,21000,28402,31
I733,F420,SEA,PHX,33238,41252,61
I734,F00-F421,MCO,ORD,19860,65679,32
I735,F99-F421,MCO,ORD,20700,65679,47
I736,F421,PHX,ORD,55271,65679,17
I737,F422,IAH,DTW,20220,28005,56
I738,F11-F423,DFW,CLT,20340,65412,16
I739,F403-F423,MSP,CLT,34395,65412,30
I740,F422-F423,IAH,CLT,20220,65412,23
I741,F423,DTW,CLT,61790,65412,41
I742,F52-F424,MCO,MIA,49977,92625,31
I743,F81-F424,EWR,MIA,20460,92625,33
I744,F207-F424,EWR,MIA,21000,92625,42
I745,F327-F398-F424,DTW,MIA,33796,92625,15
I746,F424,CLT,MIA,87905,92625,7
I747,F425,ATL,MSP,20400,26965,11
I748,F331-F426,LAS,LAX,20340,53912,51
I749,F425-F426,ATL,LAX,20400,53912,40
I750,F426,MSP,LAX,42811,53912,37
I751,F348-F427,DFW,MSP,36636,71171,16
I752,F367-F427,IAH,MSP,39362,71171,23
I753,F427,LAX,MSP,60070,71171,89
I754,F55-F428,EWR,DFW,33711,85679,12
I755,F244-F428,CLT,DFW,39000,85679,9
I756,F331-F428,LAS,DFW,20340,85679,38
I757,F428,MSP,DFW,79505,85679,69
I758,F429,LAS,ATL,20520,33138,4
I759,F70-F430,DTW,ORD,20760,51971,34
I760,F379-F430,BOS,ORD,20400,51971,32
I761,F429-F430,LAS,ORD,20520,51971,26
I762,F430,ATL,ORD,47579,51971,3
I763,F141-F431,CLT,LAX,46261,86437,68
I764,F377-F431,SFO,LAX,20100,86437,63
I765,F103-F389-F431,MCO,LAX,20340,86437,5
I766,F431,ORD,LAX,73828,86437,24
I767,F432,LAX,SEA,20400,27312,26
I768,F433,SEA,LAX,44118,51030,128
I769,F32-F434,MSP,IAH,37149,85196,28
I770,F434,LAX,IAH,75229,85196,100
I771,F435,DTW,ATL,20520,24831,11
I772,F379-F436,BOS,DTW,20400,41842,14
I773,F390-F436,BOS,DTW,20160,41842,29
I774,F436,ATL,DTW,37531,41842,7
I775,F437,DTW,ATL,51943,56254,30
I776,F139-F438,ORD,JFK,49771,92103,12
I777,F189-F438,MCO,JFK,58861,92103,32
I778,F265-F438,IAH,JFK,40493,92103,38
I779,F438,ATL,JFK,86604,92103,14
I780,F439,MIA,IAH,20580,27550,40
I781,F187-F440,MCO,MIA,20820,53191,30
I782,F200-F440,PHL,MIA,20580,53191,24
I783,F440,IAH,MIA,46221,53191,18
I784,F441,DEN,DFW,20880,25524,13
I785,F381-F442,MIA,LAX,20880,53380,77
I786,F442,DFW,LAX,44457,53380,13
I787,F32-F443,MSP,DEN,37149,92504,16
I788,F142-F443,ORD,DEN,58427,92504,31
I789,F443,LAX,DEN,86272,92504,49
I790,F444,SFO,DFW,20760,31339,53
I791,F191-F445,DTW,BOS,19980,49920,8
I792,F249-F445,LAX,BOS,20400,49920,13
I793,F445,DFW,BOS,38630,49920,35
I794,F332-F446,MSP,DFW,49440,74273,1
I795,F446,BOS,DFW,62983,74273,127
I796,F447,ORD,SEA,20460,32884,94
I797,F364-F448,ORD,LAX,20220,70599,54
I798,F448,SEA,LAX,63687,70599,106
I799,F449,CLT,ORD,20160,24498,4
I800,F450,ORD,CLT,29898,34236,21
I801,F450-F451,ORD,IAH,29898,58314,41
I802,F451,CLT,IAH,51717,58314,34
I803,F452,DFW,EWR,20040,29958,64
I804,F211-F453,MSP,MIA,20580,67660,28
I805,F453,EWR,MIA,59785,67660,32
I806,F454,JFK,DEN,20520,32260,42
I807,F14-F455,LAX,MIA,20940,65049,13
I808,F204-F455,MSP,MIA,39808,65049,6
I809,F246-F455,SFO,MIA,20100,65049,30
I810,F455,DEN,MIA,52683,65049,76
I811,F258-F456,ORD,DEN,33470,86259,13
I812,F211-F453-F456,MSP,DEN,20580,86259,21
I813,F456,MIA,DEN,73893,86259,126
I814,F457,IAH,ATL,20400,25381,52
I815,F59-F458,PHL,IAH,20100,33964,4
I816,F97-F458,MIA,IAH,20760,33964,37
I817,F435-F458,DTW,IAH,20520,33964,31
I818,F458,ATL,IAH,28983,33964,10
I819,F366-F459,LAX,CLT,19920,50026,46
I820,F59-F458-F459,PHL,CLT,20100,50026,2
I821,F459,IAH,CLT,43429,50026,25
I822,F106-F460,MSP,ORD,20700,62905,20
I823,F460,CLT,ORD,58567,62905,21
I824,F83-F461,SFO,MCO,20220,75597,22
I825,F138-F461,EWR,MCO,20580,75597,4
I826,F158-F461,PHL,MCO,20640,75597,5
I827,F377-F461,SFO,MCO,20100,75597,16
I828,F106-F460-F461,MSP,MCO,20700,75597,12
I829,F461,ORD,MCO,68307,75597,30
I830,F53-F462,CLT,DEN,65407,93026,34
I831,F285-F462,DTW,DEN,48882,93026,64
I832,F158-F461-F462,PHL,DEN,20640,93026,3
I833,F461-F462,ORD,DEN,68307,93026,22
I834,F462,MCO,DEN,81839,93026,5
I835,F463,CLT,PHL,20040,23284,96
I836,F464,PHL,CLT,35551,38795,62
I837,F75-F465,MCO,PHL,20040,60194,10
I838,F465,CLT,PHL,56950,60194,86
I839,F178-F466,DTW,CLT,37925,85668,35
I840,F334-F466,DEN,CLT,56332,85668,10
I841,F466,PHL,CLT,82424,85668,51
I842,F467,EWR,MIA,20940,28815,25
I843,F235-F468,BOS,IAH,19800,47971,18
I844,F468,MIA,IAH,41001,47971,72
I845,F08-F469,ORD,MIA,20160,79469,6
I846,F48-F469,JFK,MIA,42966,79469,24
I847,F87-F469,EWR,MIA,43659,79469,14
I848,F281-F469,DEN,MIA,52511,79469,24
I849,F469,IAH,MIA,72499,79469,41
I850,F470,SFO,MSP,20940,32419,14
I851,F131-F471,IAH,CLT,38224,57404,26
I852,F274-F471,LAS,CLT,20160,57404,22
I853,F402-F471,DTW,CLT,20340,57404,19
I854,F471,MSP,CLT,50672,57404,20
I855,F75-F472,MCO,MSP,20040,80507,6
I856,F81-F472,EWR,MSP,20460,80507,15
I857,F207-F472,EWR,MSP,21000,80507,31
I858,F422-F423-F472,IAH,MSP,20220,80507,18
I859,F472,CLT,MSP,73775,80507,26
I860,F473,SFO,ORD,21000,34333,31
I861,F141-F474,CLT,EWR,46261,71512,29
I862,F166-F474,DFW,EWR,52469,71512,37
I863,F254-F474,BOS,EWR,19860,71512,18
I864,F267-F474,SFO,EWR,20940,71512,23
I865,F292-F474,DFW,EWR,54108,71512,41
I866,F430-F474,ATL,EWR,47579,71512,9
I867,F474,ORD,EWR,66319,71512,2
I868,F169-F475,ORD,DFW,55284,88492,30
I869,F474-F475,ORD,DFW,66319,88492,1
I870,F475,EWR,DFW,78574,88492,129
I871,F476,DFW,CLT,19800,26563,54
I872,F251-F477,IAH,DFW,20760,46352,46
I873,F477,CLT,DFW,39589,46352,10
I874,F156-F478,EWR,LAS,19920,76570,8
I875,F195-F478,SEA,LAS,20400,76570,21
I876,F347-F478,LAX,LAS,19920,76570,31
I877,F478,DFW,LAS,68947,76570,36
I878,F479,EWR,ATL,20280,25675,35
I879,F369-F480,BOS,DFW,20340,53372,62
I880,F429-F480,LAS,DFW,20520,53372,35
I881,F480,ATL,DFW,48089,53372,20
I882,F123-F481,BOS,ATL,20520,74755,4
I883,F223-F481,DTW,ATL,20400,74755,52
I884,F299-F481,PHX,ATL,27170,74755,14
I885,F481,DFW,ATL,69472,74755,78
I886,F482,PHL,IAH,19920,29500,103
I887,F200-F483,PHL,LAX,20580,66926,25
I888,F373-F483,LAS,LAX,20460,66926,38
I889,F483,IAH,LAX,56959,66926,97
I890,F484,LAS,ORD,20400,31339,14
I891,F138-F485,EWR,LAS,20580,69181,4
I892,F315-F485,EWR,LAS,20880,69181,46
I893,F485,ORD,LAS,58242,69181,46
I894,F486,JFK,DFW,20520,30573,15
I895,F24-F487,SFO,ATL,20940,57900,1
I896,F72-F487,MCO,ATL,20700,57900,5
I897,F441-F487,DEN,ATL,20880,57900,26
I898,F477-F487,CLT,ATL,39589,57900,16
I899,F487,DFW,ATL,52617,57900,14
I900,F61-F488,LAS,ORD,66470,88058,47
I901,F70-F488,DTW,ORD,20760,88058,19
I902,F97-F488,MIA,ORD,20760,88058,15
I903,F379-F488,BOS,ORD,20400,88058,11
I904,F488,ATL,ORD,83666,88058,4
I905,F489,DFW,LAX,19980,28903,96
I906,F490,LAX,DFW,41211,50134,46
I907,F310-F491,ATL,LAX,32205,69557,19
I908,F339-F491,LAS,LAX,39648,69557,38
I909,F384-F491,EWR,LAX,20580,69557,30
I910,F491,DFW,LAX,60634,69557,9
I911,F492,MSP,MCO,20040,29535,51
I912,F492-F493,MSP,DFW,20040,56075,74
I913,F493,MCO,DFW,48956,56075,55
I914,F165-F494,SEA,LAX,37343,88707,28
I915,F191-F494,DTW,LAX,19980,88707,6
I916,F195-F494,SEA,LAX,20400,88707,13
I917,F263-F494,PHL,LAX,58134,88707,18
I918,F293-F494,ORD,LAX,67196,88707,20
I919,F317-F494,ATL,LAX,67437,88707,26
I920,F339-F494,LAS,LAX,39648,88707,35
I921,F494,DFW,LAX,79784,88707,14
I922,F495,IAH,LAS,20160,28989,35
I923,F496,LAS,IAH,55152,63981,128
I924,F41-F497,LAS,EWR,28462,84064,13
I925,F200-F497,PHL,EWR,20580,84064,13
I926,F497,IAH,EWR,73939,84064,102
I927,F498,MIA,ATL,20700,25015,8
I928,F499,ATL,MIA,56715,61030,64
I929,F117-F500,EWR,CLT,20160,70681,13
I930,F499-F500,ATL,CLT,56715,70681,32
I931,F500,MIA,CLT,65961,70681,51
I932,F501,DEN,SEA,20280,27682,55
I933,F502,SEA,DEN,34183,41585,103
I934,F161-F503,JFK,SEA,21000,58380,33
I935,F238-F503,MSP,SEA,19980,58380,56
I936,F327-F503,DTW,SEA,33796,58380,27
I937,F503,DEN,SEA,50978,58380,27
I938,F504,PHL,ATL,20700,25519,12
I939,F70-F505,DTW,DFW,20760,45707,6
I940,F97-F505,MIA,DFW,20760,45707,11
I941,F309-F505,JFK,DFW,20460,45707,6
I942,F429-F505,LAS,DFW,20520,45707,22
I943,F505,ATL,DFW,40424,45707,75
I944,F37-F506,SFO,ATL,20400,70603,18
I945,F72-F506,MCO,ATL,20700,70603,3
I946,F165-F506,SEA,ATL,37343,70603,13
I947,F191-F506,DTW,ATL,19980,70603,4
I948,F362-F506,CLT,ATL,20880,70603,28
I949,F486-F506,JFK,ATL,20520,70603,36
I950,F506,DFW,ATL,65320,70603,41
I951,F507,JFK,IAH,20580,30826,56
I952,F130-F508,MSP,JFK,20880,48830,6
I953,F233-F508,EWR,JFK,19800,48830,15
I954,F264-F508,PHL,JFK,21000,48830,25
I955,F373-F508,LAS,JFK,20460,48830,43
I956,F508,IAH,JFK,38584,48830,23
I957,F121-F509,ORD,IAH,41787,80975,29
I958,F350-F509,CLT,IAH,20580,80975,62
I959,F405-F509,MSP,IAH,20100,80975,40
I960,F509,JFK,IAH,70729,80975,29
I961,F510,BOS,MSP,20700,28818,53
I962,F55-F511,EWR,ATL,33711,56729,6
I963,F470-F511,SFO,ATL,20940,56729,15
I964,F511,MSP,ATL,50164,56729,87
I965,F29-F512,DEN,MSP,42591,67029,8
I966,F429-F512,LAS,MSP,20520,67029,13
I967,F479-F512,EWR,MSP,20280,67029,62
I968,F487-F512,DFW,MSP,52617,67029,12
I969,F512,ATL,MSP,60464,67029,21
I970,F134-F513,EWR,PHX,32475,82736,18
I971,F513,MSP,PHX,73507,82736,110
I972,F514,ORD,DEN,20220,26637,7
I973,F238-F515,MSP,ATL,19980,65865,45
I974,F515,DEN,ATL,57198,65865,31
I975,F516,PHX,CLT,20520,33336,19
I976,F81-F517,EWR,MIA,20460,57701,11
I977,F251-F517,IAH,MIA,20760,57701,20
I978,F366-F459-F517,LAX,MIA,19920,57701,20
I979,F459-F517,IAH,MIA,43429,57701,24
I980,F517,CLT,MIA,52981,57701,11
I981,F266-F518,ATL,JFK,55604,88808,23
I982,F357-F518,PHL,JFK,68106,88808,45
I983,F440-F518,IAH,JFK,46221,88808,15
I984,F518,MIA,JFK,80902,88808,13
I985,F519,DEN,JFK,19800,31540,16
I986,F47-F520,MSP,IAH,21000,77386,8
I987,F520,JFK,IAH,67140,77386,120
I988,F521,CLT,ORD,19980,24318,12
I989,F83-F522,SFO,ATL,20220,56944,9
I990,F158-F522,PHL,ATL,20640,56944,4
I991,F257-F522,MIA,ATL,20040,56944,14
I992,F473-F522,SFO,ATL,21000,56944,66
I993,F522,ORD,ATL,52552,56944,29
I994,F113-F523,JFK,ORD,20160,83818,62
I995,F309-F523,JFK,ORD,20460,83818,5
I996,F379-F523,BOS,ORD,20400,83818,9
I997,F515-F523,DEN,ORD,57198,83818,20
I998,F523,ATL,ORD,79426,83818,32
I999,F524,ORD,DFW,20460,26265,10
I1000,F34-F525,ORD,PHL,20400,39450,4
I1001,F151-F525,LAS,PHL,20100,39450,18
I1002,F524-F525,ORD,PHL,20460,39450,46
I1003,F525,DFW,PHL,30036,39450,60
I1004,F356-F526,MIA,ORD,41626,59495,41
I1005,F526,PHL,ORD,54599,59495,27
I1006,F36-F527,LAX,JFK,66369,87919,17
I1007,F37-F38-F527,SFO,JFK,20400,87919,22
I1008,F141-F527,CLT,JFK,46261,87919,27
I1009,F222-F527,SFO,JFK,61611,87919,31
I1010,F40-F256-F527,SFO,JFK,20820,87919,7
I1011,F60-F256-F527,ATL,JFK,28902,87919,16
I1012,F527,ORD,JFK,82578,87919,8
I1013,F528,ORD,MCO,20460,27750,43
I1014,F529,MCO,ORD,48069,55359,36
I1015,F158-F530,PHL,ATL,20640,62474,5
I1016,F254-F530,BOS,ATL,19860,62474,8
I1017,F530,ORD,ATL,58082,62474,78
I1018,F531,PHL,MCO,20640,26886,90
I1019,F532,MCO,EWR,37409,44204,103
I1020,F54-F533,DFW,MCO,20700,65112,28
I1021,F211-F533,MSP,MCO,20580,65112,24
I1022,F533,EWR,MCO,58317,65112,108
I1023,F534,MCO,ATL,81968,84893,160
I1024,F535,ATL,DFW,20040,25323,6
I1025,F123-F536,BOS,ATL,20520,57493,2
I1026,F151-F536,LAS,ATL,20100,57493,11
I1027,F154-F536,DTW,ATL,20100,57493,5
I1028,F219-F536,MSP,ATL,40796,57493,21
I1029,F291-F536,MCO,ATL,20880,57493,42
I1030,F299-F536,PHX,ATL,27170,57493,13
I1031,F536,DFW,ATL,52210,57493,3
I1032,F113-F537,JFK,LAS,20160,75182,23
I1033,F139-F537,ORD,LAS,49771,75182,7
I1034,F479-F537,EWR,LAS,20280,75182,48
I1035,F498-F537,MIA,LAS,20700,75182,37
I1036,F470-F511-F537,SFO,LAS,20940,75182,8
I1037,F537,ATL,LAS,62564,75182,1
I1038,F538,ATL,BOS,19800,26644,27
I1039,F538-F539,ATL,DFW,19800,42279,47
I1040,F539,BOS,DFW,30989,42279,7
I1041,F24-F540,SFO,DEN,20940,67287,1
I1042,F102-F540,ATL,DEN,50364,67287,10
I1043,F219-F540,MSP,DEN,40796,67287,12
I1044,F362-F540,CLT,DEN,20880,67287,41
I1045,F540,DFW,DEN,62643,67287,33
I1046,F541,ORD,BOS,20040,26299,38
I1047,F538-F542,ATL,MSP,19800,63895,27
I1048,F542,BOS,MSP,55777,63895,46
I1049,F107-F543,CLT,BOS,51532,83936,18
I1050,F111-F543,SEA,BOS,53727,83936,59
I1051,F134-F543,EWR,BOS,32475,83936,14
I1052,F175-F543,DFW,BOS,37191,83936,3
I1053,F543,MSP,BOS,75818,83936,2
I1054,F544,CLT,ORD,20640,24978,4
I1055,F158-F545,PHL,LAS,20640,53511,1
I1056,F168-F545,LAX,LAS,20340,53511,36
I1057,F254-F545,BOS,LAS,19860,53511,4
I1058,F257-F545,MIA,LAS,20040,53511,4
I1059,F377-F545,SFO,LAS,20100,53511,13
I1060,F449-F545,CLT,LAS,20160,53511,32
I1061,F545,ORD,LAS,42572,53511,42
I1062,F546,MCO,ATL,20400,23325,5
I1063,F59-F547,PHL,ORD,20100,40255,2
I1064,F93-F547,MCO,ORD,19860,40255,15
I1065,F429-F547,LAS,ORD,20520,40255,13
I1066,F546-F547,MCO,ORD,20400,40255,25
I1067,F547,ATL,ORD,35863,40255,3
I1068,F158-F548,PHL,EWR,20640,80000,2
I1069,F329-F548,PHX,EWR,20160,80000,59
I1070,F389-F548,IAH,EWR,60837,80000,8
I1071,F430-F548,ATL,EWR,47579,80000,9
I1072,F473-F548,SFO,EWR,21000,80000,40
I1073,F546-F547-F548,MCO,EWR,20400,80000,34
I1074,F548,ORD,EWR,74807,80000,8
I1075,F549,MIA,ORD,20880,29565,14
I1076,F329-F550,PHX,MIA,20160,55162,28
I1077,F341-F550,EWR,MIA,20580,55162,16
I1078,F377-F550,SFO,MIA,20100,55162,9
I1079,F408-F550,MCO,MIA,20820,55162,45
I1080,F550,ORD,MIA,46477,55162,44
I1081,F196-F551,DFW,ORD,35543,92562,41
I1082,F357-F551,PHL,ORD,68106,92562,21
I1083,F551,MIA,ORD,83877,92562,98
I1084,F552,DEN,ORD,20520,26937,40
I1085,F18-F553,PHL,DEN,20580,41700,8
I1086,F120-F553,LAS,DEN,20340,41700,5
I1087,F549-F553,MIA,DEN,20880,41700,55
I1088,F553,ORD,DEN,35283,41700,36
I1089,F25-F554,DFW,CLT,36449,53965,11
I1090,F161-F554,JFK,CLT,21000,53965,14
I1091,F554,DEN,CLT,44299,53965,59
I1092,F81-F555,EWR,ORD,20460,75406,6
I1093,F554-F555,DEN,ORD,44299,75406,44
I1094,F555,CLT,ORD,71068,75406,78
I1095,F556,SFO,MSP,21000,32479,73
I1096,F425-F557,ATL,MCO,20400,46661,36
I1097,F557,MSP,MCO,37166,46661,92
I1098,F51-F558,CLT,MSP,19860,65776,8
I1099,F558,MCO,MSP,56281,65776,120
I1100,F559,ATL,PHX,20160,31630,27
I1101,F99-F560,MCO,DFW,20700,68486,16
I1102,F162-F560,DEN,DFW,54911,68486,54
I1103,F230-F560,SFO,DFW,40306,68486,13
I1104,F560,PHX,DFW,62218,68486,7
I1105,F561,ORD,MIA,20820,29505,50
I1106,F44-F562,EWR,ATL,19980,38074,12
I1107,F562,MIA,ATL,33759,38074,57
I1108,F89-F563,JFK,ORD,20100,63007,2
I1109,F113-F563,JFK,ORD,20160,63007,17
I1110,F379-F563,BOS,ORD,20400,63007,6
I1111,F437-F563,DTW,ORD,51943,63007,37
I1112,F563,ATL,ORD,58615,63007,98
I1113,F564,IAH,DEN,20100,26341,23
I1114,F215-F565,SFO,PHL,20400,42796,32
I1115,F280-F565,IAH,PHL,20460,42796,10
I1116,F333-F565,LAS,PHL,20760,42796,47
I1117,F565,DEN,PHL,31546,42796,3
I1118,F198-F334-F566,SEA,ATL,20820,79218,5
I1119,F566,PHL,ATL,74399,79218,91
I1120,F113-F567,JFK,PHL,20160,89764,12
I1121,F212-F567,EWR,PHL,29866,89764,32
I1122,F387-F567,PHX,PHL,20040,89764,27
I1123,F479-F567,EWR,PHL,20280,89764,15
I1124,F567,ATL,PHL,84945,89764,10
I1125,F568,BOS,ATL,20640,27484,8
I1126,F89-F569,JFK,EWR,20100,47625,1
I1127,F97-F569,MIA,EWR,20760,47625,8
I1128,F546-F569,MCO,EWR,20400,47625,24
I1129,F562-F569,MIA,EWR,33759,47625,51
I1130,F569,ATL,EWR,42230,47625,12
I1131,F133-F570,MSP,ATL,20700,78259,29
I1132,F305-F570,MCO,ATL,20580,78259,72
I1133,F570,EWR,ATL,72864,78259,33
I1134,F01-F571,PHX,EWR,48868,88673,43
I1135,F139-F571,ORD,EWR,49771,88673,5
I1136,F369-F571,BOS,EWR,20340,88673,30
I1137,F387-F571,PHX,EWR,20040,88673,11
I1138,F406-F571,JFK,EWR,58751,88673,19
I1139,F362-F506-F571,CLT,EWR,20880,88673,17
I1140,F571,ATL,EWR,83278,88673,35
I1141,F572,MSP,PHL,20040,27123,87
I1142,F262-F573,MSP,DTW,20760,54136,25
I1143,F399-F573,MCO,DTW,20280,54136,44
I1144,F573,PHL,DTW,50860,54136,9
I1145,F573-F574,PHL,ATL,50860,89474,14
I1146,F574,DTW,ATL,85163,89474,114
I1147,F575,SEA,LAS,20700,26977,87
I1148,F576,LAS,ORD,38414,49353,19
I1149,F168-F577,LAX,MCO,20340,82594,26
I1150,F429-F430-F577,LAS,MCO,20520,82594,24
I1151,F460-F577,CLT,MCO,58567,82594,39
I1152,F577,ORD,MCO,75304,82594,39
I1153,F578,DFW,ATL,20700,25983,23
I1154,F70-F579,DTW,JFK,20760,35874,6
I1155,F93-F579,MCO,JFK,19860,35874,6
I1156,F546-F579,MCO,JFK,20400,35874,27
I1157,F578-F579,DFW,JFK,20700,35874,48
I1158,F579,ATL,JFK,30375,35874,10
I1159,F580,JFK,ATL,45683,51182,83
I1160,F29-F581,DEN,DTW,42591,83310,7
I1161,F212-F581,EWR,DTW,29866,83310,24
I1162,F379-F581,BOS,DTW,20400,83310,5
I1163,F387-F581,PHX,DTW,20040,83310,4
I1164,F578-F581,DFW,DTW,20700,83310,25
I1165,F581,ATL,DTW,78999,83310,60
I1166,F582,EWR,MIA,20040,27915,101
I1167,F258-F583,ORD,IAH,33470,61654,9
I1168,F582-F583,EWR,IAH,20040,61654,59
I1169,F583,MIA,IAH,54684,61654,92
I1170,F584,SEA,LAX,20760,27672,98
I1171,F585,LAX,DFW,40849,49772,160
I1172,F102-F586,ATL,JFK,50364,75223,7
I1173,F151-F586,LAS,JFK,20100,75223,5
I1174,F156-F586,EWR,JFK,19920,75223,6
