Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I590,F282-F290,DFW,JFK,33330,49931,32
I591,F290,ATL,JFK,44432,49931,97
I592,F74-F291,DFW,ATL,43334,64384,26
I593,F235-F291,DFW,ATL,36434,64384,7
I594,F291,JFK,ATL,58885,64384,127
I595,F53-F292,DFW,JFK,20520,72803,12
I596,F102-F292,ORD,JFK,20280,72803,76
I597,F138-F292,DFW,JFK,39048,72803,44
I598,F176-F292,ORD,JFK,47674,72803,15
I599,F292,ATL,JFK,67304,72803,13
I600,F293,ORD,ATL,20220,24612,160
I601,F108-F294,DFW,ORD,20220,31937,37
I602,F294,ATL,ORD,27545,31937,123
I603,F03-F295,JFK,ATL,20040,64190,2
I604,F30-F295,DFW,ATL,49986,64190,20
I605,F105-F295,LAX,ATL,20160,64190,10
I606,F148-F295,DFW,ATL,20820,64190,7
I607,F252-F295,LAX,ATL,41754,64190,45
I608,F295,ORD,ATL,59798,64190,76
I609,F296,LAX,DFW,20640,29563,128
I610,F16-F297,JFK,LAX,20520,56261,1
I611,F20-F297,ORD,LAX,19980,56261,2
I612,F33-F297,ATL,LAX,38911,56261,8
I613,F112-F297,JFK,LAX,20100,56261,43
I614,F137-F297,ATL,LAX,20580,56261,36
I615,F156-F297,ATL,LAX,20880,56261,21
I616,F297,DFW,LAX,47338,56261,17
I617,F87-F298,ORD,DFW,37189,79462,23
I618,F197-F298,ORD,DFW,49990,79462,33
I619,F250-F298,ORD,DFW,46578,79462,24
I620,F298,LAX,DFW,70539,79462,48
I621,F13-F299,LAX,ORD,20160,91249,5
I622,F16-F299,JFK,ORD,20520,91249,1
I623,F36-F299,JFK,ORD,19800,91249,17
I624,F112-F299,JFK,ORD,20100,91249,25
I625,F32-F123-F299,JFK,ORD,21000,91249,9
I626,F167-F299,LAX,ORD,46066,91249,66
I627,F299,DFW,ORD,85444,91249,5
I628,F300,LAX,ORD,20880,33489,160
I629,F39-F301,ATL,DFW,20700,64757,20
I630,F61-F301,LAX,DFW,20220,64757,8
I631,F125-F301,ATL,DFW,36530,64757,59
I632,F210-F301,ATL,DFW,31295,64757,55
I633,F216-F301,ATL,DFW,27123,64757,2
I634,F301,ORD,DFW,58952,64757,16
I635,F13-F302,LAX,ORD,20160,76329,2
I636,F27-F302,ATL,ORD,40324,76329,25
I637,F119-F302,LAX,ORD,19800,76329,39
I638,F137-F302,ATL,ORD,20580,76329,13
I639,F140-F302,LAX,ORD,20520,76329,22
I640,F156-F302,ATL,ORD,20880,76329,9
I641,F182-F302,JFK,ORD,37020,76329,37
I642,F302,DFW,ORD,70524,76329,13
I643,F303,DFW,LAX,20760,29683,160
I644,F304,LAX,ORD,56029,68638,160
I645,F03-F305,JFK,LAX,20040,91607,1
I646,F39-F305,ATL,LAX,20700,91607,7
I647,F117-F305,DFW,LAX,48784,91607,9
I648,F164-F305,ATL,LAX,19920,91607,17
I649,F170-F305,JFK,LAX,45791,91607,3
I650,F210-F305,ATL,LAX,31295,91607,41
I651,F261-F305,DFW,LAX,55708,91607,46
I652,F305,ORD,LAX,78998,91607,36
