Tail,Flight,Crew,From,To,SDT,SAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring
T96,F293,C100,ORD,ATL,20220,24612,4392,2592,976,200,160,05:37 -> 06:50
T96,F294,C97,ATL,ORD,27545,31937,4392,2592,976,200,160,07:39 -> 08:52
T96,F295,C72,ORD,ATL,59798,64190,4392,2592,976,200,160,16:36 -> 17:49
T97,F296,C101,LAX,DFW,20640,29563,8923,7123,1983,160,128,05:44 -> 08:12
T97,F297,C89,DFW,LAX,47338,56261,8923,7123,1983,160,128,13:08 -> 15:37
T97,F298,C75,LAX,DFW,70539,79462,8923,7123,1983,160,128,19:35 -> 22:04
T97,F299,C15,DFW,ORD,85444,91249,5805,4005,1290,160,128,23:44 -> 01:20 (+1)
T98,F300,C102,LAX,ORD,20880,33489,12609,10809,2802,200,160,05:48 -> 09:18
T98,F301,C73,ORD,DFW,58952,64757,5805,4005,1290,200,160,16:22 -> 17:59
T98,F302,C59,DFW,ORD,70524,76329,5805,4005,1290,200,160,19:35 -> 21:12
T99,F303,C103,DFW,LAX,20760,29683,8923,7123,1983,200,160,05:46 -> 08:14
T99,F304,C86,LAX,ORD,56029,68638,12609,10809,2802,200,160,15:33 -> 19:03
T99,F305,C51,ORD,LAX,78998,91607,12609,10809,2802,200,160,21:56 -> 01:26 (+1)
