Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I600,F361,DFW,SEA,20820,32826,37
I601,F362,SEA,LAX,53053,59965,96
I602,F79-F363,DFW,SEA,55472,77653,15
I603,F363,LAX,SEA,70741,77653,81
I604,F364,ATL,DFW,19860,25143,4
I605,F78-F365,MCO,ATL,45248,64587,6
I606,F143-F365,SFO,ATL,42237,64587,20
I607,F196-F365,SFO,ATL,19920,64587,21
I608,F276-F365,DEN,ATL,20640,64587,38
I609,F365,DFW,ATL,59304,64587,11
I610,F50-F366,PHX,DFW,44766,80405,6
I611,F182-F366,LAS,DFW,20100,80405,18
I612,F206-F366,EWR,DFW,48191,80405,44
I613,F49-F218-F366,MSP,DFW,21000,80405,2
I614,F366,ATL,DFW,75122,80405,15
I615,F367,CLT,PHX,20040,32856,18
I616,F253-F368,SEA,SFO,32573,55013,9
I617,F308-F368,MSP,SFO,35061,55013,43
I618,F368,PHX,SFO,50306,55013,32
I619,F142-F369,DFW,PHX,20520,65806,57
I620,F369,SFO,PHX,61099,65806,71
I621,F65-F370,ORD,DEN,20220,92918,17
I622,F172-F370,CLT,DEN,53909,92918,32
I623,F370,PHX,DEN,88562,92918,79
I624,F371,IAH,ATL,19980,24961,27
I625,F272-F372,MCO,MIA,20640,51451,75
I626,F339-F372,PHX,MIA,20100,51451,73
I627,F372,ATL,MIA,47136,51451,7
I628,F220-F373,DFW,DTW,20760,61878,37
I629,F373,MIA,DTW,53567,61878,46
I630,F25-F374,DEN,ATL,50144,89961,14
I631,F106-F374,PHX,ATL,49457,89961,32
I632,F47-F213-F374,CLT,ATL,53036,89961,15
I633,F283-F374,LAS,ATL,29797,89961,51
I634,F342-F374,EWR,ATL,61694,89961,20
I635,F374,DTW,ATL,85650,89961,28
I636,F375,DFW,LAS,19860,27483,69
I637,F68-F376,SFO,DFW,20340,58161,46
I638,F282-F376,SEA,DFW,20940,58161,55
I639,F376,LAS,DFW,50538,58161,14
I640,F140-F377,SEA,LAS,41868,75724,63
I641,F227-F377,EWR,LAS,19920,75724,29
I642,F377,DFW,LAS,68101,75724,36
I643,F378,LAX,MSP,19860,30961,49
I644,F379,MSP,MCO,48254,57749,57
I645,F379-F380,MSP,CLT,48254,84498,79
I646,F380,MCO,CLT,81101,84498,81
I647,F381,SFO,DEN,20820,27804,43
I648,F43-F382,JFK,SFO,19800,59302,15
I649,F321-F382,SEA,SFO,20700,59302,33
I650,F344-F382,LAX,SFO,43424,59302,34
I651,F382,DEN,SFO,52318,59302,46
I652,F383,MCO,ORD,20280,27570,15
I653,F268-F384,MCO,ATL,20100,59181,31
I654,F294-F384,DEN,ATL,30461,59181,6
I655,F384,ORD,ATL,54789,59181,42
I656,F05-F385,IAH,MCO,74351,93426,39
I657,F112-F385,IAH,MCO,59979,93426,3
I658,F159-F385,JFK,MCO,77461,93426,58
I659,F228-F385,DFW,MCO,60902,93426,40
I660,F385,ATL,MCO,90501,93426,20
I661,F386,LAX,ORD,20400,33009,38
I662,F294-F387,DEN,LAX,30461,78087,4
I663,F387,ORD,LAX,65478,78087,156
I664,F388,DTW,PHX,20400,32473,12
I665,F49-F389,MSP,IAH,21000,43844,3
I666,F233-F389,MCO,IAH,20520,43844,16
I667,F264-F389,MSP,IAH,20460,43844,46
I668,F388-F389,DTW,IAH,20400,43844,22
I669,F389,PHX,IAH,36554,43844,8
I670,F346-F390,MCO,CLT,20040,80492,46
I671,F390,IAH,CLT,73895,80492,82
I672,F391,LAX,MSP,20160,31261,38
I673,F392,MSP,JFK,42130,49559,96
I674,F11-F393,DFW,MSP,20340,64482,6
I675,F194-F393,DEN,MSP,32419,64482,11
I676,F393,JFK,MSP,57053,64482,136
I677,F265-F394,PHX,EWR,39358,92979,26
I678,F194-F393-F394,DEN,EWR,32419,92979,7
I679,F394,MSP,EWR,85698,92979,127
I680,F395,DEN,EWR,19920,31512,160
I681,F202-F396,CLT,ATL,20580,50342,24
I682,F396,EWR,ATL,44947,50342,49
I683,F12-F397,JFK,EWR,50915,90710,22
I684,F50-F397,PHX,EWR,44766,90710,5
I685,F112-F397,IAH,EWR,59979,90710,2
I686,F152-F397,MCO,EWR,51054,90710,19
I687,F177-F397,DFW,EWR,38721,90710,39
I688,F230-F397,LAS,EWR,20700,90710,26
I689,F397,ATL,EWR,85315,90710,47
I690,F398,DTW,ATL,20340,24651,15
I691,F272-F399,MCO,DTW,20640,42858,13
I692,F399,ATL,DTW,38547,42858,33
I693,F102-F400,MCO,PHX,21000,88575,18
I694,F224-F400,IAH,PHX,54169,88575,24
I695,F373-F400,MIA,PHX,53567,88575,45
I696,F400,DTW,PHX,76502,88575,9
I697,F401,MCO,DEN,20460,31647,14
I698,F17-F402,DTW,SEA,20280,46867,34
I699,F240-F402,IAH,SEA,20100,46867,51
I700,F402,DEN,SEA,39465,46867,7
I701,F108-F403,MSP,DFW,31825,84514,71
I702,F403,SEA,DFW,72508,84514,25
I703,F404,SEA,LAS,20160,26437,23
I704,F68-F405,SFO,ATL,20340,68494,26
I705,F352-F405,DFW,ATL,20880,68494,25
I706,F405,LAS,ATL,55876,68494,45
I707,F406,MCO,ORD,20820,28110,4
I708,F407,ORD,ATL,34080,38472,34
I709,F152-F408,MCO,LAS,51054,74630,6
I710,F270-F408,MCO,LAS,55821,74630,64
I711,F408,ATL,LAS,62012,74630,19
I712,F408-F409,ATL,DFW,62012,90587,7
I713,F409,LAS,DFW,82964,90587,89
I714,F410,ATL,PHX,20820,32290,39
I715,F65-F411,ORD,ATL,20220,64947,8
I716,F357-F411,DEN,ATL,39302,64947,50
I717,F411,PHX,ATL,53477,64947,32
I718,F412,LAS,MSP,19800,29191,7
I719,F39-F413,LAX,CLT,20520,45070,3
I720,F307-F413,EWR,CLT,20400,45070,44
I721,F413,MSP,CLT,38338,45070,81
I722,F11-F171-F414,DFW,MSP,20340,63922,4
I723,F414,CLT,MSP,57190,63922,124
I724,F415,MSP,SFO,76243,87722,128
I725,F416,PHX,ORD,21000,31408,91
I726,F27-F417,DFW,JFK,51367,67424,24
I727,F383-F417,MCO,JFK,20280,67424,35
I728,F416-F417,PHX,JFK,21000,67424,69
I729,F417,ORD,JFK,62083,67424,3
I730,F114-F418,MCO,ORD,20880,91852,55
I731,F281-F418,IAH,ORD,54249,91852,47
I732,F418,JFK,ORD,86511,91852,58
I733,F419,IAH,ATL,19920,24901,13
I734,F154-F420,DFW,IAH,20160,48521,18
I735,F182-F420,LAS,IAH,20100,48521,16
I736,F296-F420,LAS,IAH,19920,48521,45
I737,F420,ATL,IAH,43540,48521,10
I738,F111-F421,EWR,MCO,20460,79806,2
I739,F203-F421,EWR,MCO,31026,79806,17
I740,F388-F389-F421,DTW,MCO,20400,79806,19
I741,F421,IAH,MCO,73632,79806,58
I742,F422,MSP,MCO,20460,29955,160
I743,F423,MCO,PHX,31818,45178,63
I744,F49-F424,MSP,MCO,21000,93007,3
I745,F105-F424,DTW,MCO,20400,93007,29
I746,F253-F424,SEA,MCO,32573,93007,7
I747,F259-F424,SFO,MCO,20760,93007,53
I748,F308-F424,MSP,MCO,35061,93007,16
I749,F424,PHX,MCO,79647,93007,52
I750,F425,DEN,MSP,20400,25314,65
I751,F55-F426,EWR,LAS,33711,64850,12
I752,F426,MSP,LAS,55459,64850,148
I753,F427,LAS,MSP,72238,81629,160
I754,F428,LAS,ORD,20640,31579,33
I755,F291-F429,SEA,PHX,20460,48785,38
I756,F429,ORD,PHX,38377,48785,20
I757,F62-F430,MSP,ATL,20040,68283,57
I758,F430,PHX,ATL,56813,68283,39
I759,F12-F431,JFK,PHX,50915,90170,14
I760,F177-F431,DFW,PHX,38721,90170,28
I761,F228-F431,DFW,PHX,60902,90170,27
I762,F431,ATL,PHX,78700,90170,27
I763,F432,SFO,PHX,20460,25167,160
I764,F139-F253-F433,LAX,SFO,20280,53515,27
I765,F39-F308-F433,LAX,SFO,20520,53515,3
I766,F433,PHX,SFO,48808,53515,129
I767,F350-F434,IAH,PHX,54377,83919,35
I768,F353-F434,LAS,PHX,32910,83919,26
I769,F434,SFO,PHX,79212,83919,99
I770,F435,MIA,ORD,20400,29085,25
I771,F406-F436,MCO,JFK,20820,52077,25
I772,F436,ORD,JFK,46736,52077,74
I773,F437,JFK,ORD,54286,59627,160
I774,F69-F438,LAS,JFK,53366,74295,58
I775,F245-F438,EWR,JFK,54873,74295,25
I776,F24-F294-F438,ATL,JFK,19980,74295,14
I777,F86-F294-F438,LAS,JFK,20040,74295,13
I778,F312-F438,MIA,JFK,20760,74295,41
I779,F438,ORD,JFK,68954,74295,4
I780,F99-F439,DTW,DEN,20880,88593,18
I781,F119-F439,MCO,DEN,51987,88593,50
I782,F138-F439,DFW,DEN,59839,88593,49
I783,F158-F439,ORD,DEN,45574,88593,28
I784,F439,JFK,DEN,76853,88593,15
I785,F440,MSP,SFO,20400,31879,88
I786,F142-F441,DFW,MSP,20520,48719,13
I787,F441,SFO,MSP,37240,48719,137
I788,F238-F442,CLT,SFO,20820,89522,48
I789,F260-F442,PHX,SFO,33815,89522,48
I790,F425-F442,DEN,SFO,20400,89522,59
I791,F442,MSP,SFO,78043,89522,5
I792,F443,DTW,MIA,20700,29011,128
I793,F148-F444,MSP,DTW,20280,50858,21
I794,F81-F297-F444,JFK,DTW,20580,50858,1
I795,F444,MIA,DTW,42547,50858,89
I796,F248-F445,MSP,JFK,50871,80252,6
I797,F317-F445,ATL,JFK,53990,80252,50
I798,F445,DTW,JFK,76580,80252,72
I799,F446,CLT,ORD,21000,25338,25
I800,F90-F447,MCO,ATL,20040,45562,16
I801,F268-F447,MCO,ATL,20100,45562,20
I802,F383-F447,MCO,ATL,20280,45562,9
I803,F447,ORD,ATL,41170,45562,3
I804,F206-F448,EWR,ORD,48191,67786,19
I805,F339-F448,PHX,ORD,20100,67786,28
I806,F398-F448,DTW,ORD,20340,67786,29
I807,F448,ATL,ORD,63394,67786,31
I808,F449,MSP,SEA,19860,29958,42
I809,F18-F450,DEN,ORD,37548,68095,16
I810,F361-F450,DFW,ORD,20820,68095,34
I811,F450,SEA,ORD,55671,68095,36
I812,F451,SFO,SEA,20160,25078,160
I813,F449-F452,MSP,LAX,19860,46683,63
I814,F452,SEA,LAX,39771,46683,97
I815,F97-F453,MSP,SEA,20220,66610,18
I816,F453,LAX,SEA,59698,66610,142
I817,F454,CLT,DFW,20760,27523,22
I818,F285-F455,MCO,LAX,20520,39828,68
I819,F455,DFW,LAX,30905,39828,18
I820,F456,LAX,SEA,42344,49256,18
I821,F18-F457,DEN,PHX,37548,73260,23
I822,F215-F457,LAX,PHX,40787,73260,19
I823,F456-F457,LAX,PHX,42344,73260,30
I824,F457,SEA,PHX,65246,73260,24
I825,F458,DTW,PHX,20400,32473,32
I826,F388-F459,DTW,SEA,20400,52342,33
I827,F459,PHX,SEA,44328,52342,63
I828,F139-F460,LAX,DFW,20280,66148,37
I829,F460,SEA,DFW,54142,66148,34
I830,F26-F461,MSP,JFK,20160,92212,27
I831,F147-F461,MIA,JFK,59698,92212,16
I832,F196-F461,SFO,JFK,19920,92212,12
I833,F355-F461,LAS,JFK,71136,92212,40
I834,F461,DFW,JFK,82159,92212,1
I835,F462,PHX,ATL,20160,31630,15
I836,F14-F463,LAS,MIA,20700,54343,7
I837,F130-F463,ORD,MIA,37583,54343,4
I838,F407-F463,ORD,MIA,34080,54343,46
I839,F463,ATL,MIA,50028,54343,17
I840,F241-F464,DEN,ATL,44565,81945,43
I841,F464,MIA,ATL,77630,81945,53
I842,F465,EWR,DFW,20880,30798,50
I843,F78-F466,MCO,DEN,45248,65642,4
I844,F285-F466,MCO,DEN,20520,65642,27
I845,F466,DFW,DEN,60998,65642,28
I846,F24-F467,ATL,SEA,19980,86558,13
I847,F88-F467,LAS,SEA,54702,86558,35
I848,F149-F467,MIA,SEA,51732,86558,46
I849,F466-F467,DFW,SEA,60998,86558,64
I850,F467,DEN,SEA,79156,86558,2
I851,F468,IAH,DTW,20280,28065,37
I852,F469,DTW,MIA,58273,66584,96
I853,F40-F470,MSP,DTW,59829,81362,49
I854,F220-F470,DFW,DTW,20760,81362,16
I855,F470,MIA,DTW,73051,81362,31
I856,F471,MSP,MCO,20640,30135,34
I857,F151-F472,JFK,CLT,19800,47421,28
I858,F472,MCO,CLT,44024,47421,15
I859,F473,CLT,MCO,63740,67137,66
I860,F71-F474,PHX,IAH,20580,90692,28
I861,F151-F474,JFK,IAH,19800,90692,20
I862,F473-F474,CLT,IAH,63740,90692,30
I863,F474,MCO,IAH,84518,90692,18
I864,F475,JFK,DTW,20580,24252,128
I865,F476,DTW,MCO,40371,47314,87
I866,F471-F477,MSP,DTW,20640,59389,32
I867,F477,MCO,DTW,52446,59389,96
I868,F25-F478,DEN,MCO,50144,91543,9
I869,F34-F478,DFW,MCO,51992,91543,20
I870,F36-F478,PHX,MCO,20460,91543,43
I871,F173-F478,MIA,MCO,20220,91543,49
I872,F248-F478,MSP,MCO,50871,91543,3
I873,F478,DTW,MCO,84600,91543,4
I874,F479,MIA,DEN,20400,32766,22
I875,F52-F480,JFK,ATL,20340,54323,40
I876,F293-F480,LAS,ATL,20160,54323,30
I877,F480,DEN,ATL,45656,54323,2
I878,F130-F481,ORD,DTW,37583,63322,4
I879,F152-F481,MCO,DTW,51054,63322,4
I880,F177-F481,DFW,DTW,38721,63322,23
I881,F447-F481,ORD,DTW,41170,63322,13
I882,F481,ATL,DTW,59011,63322,18
I883,F121-F482,CLT,ATL,20700,74352,12
I884,F158-F213-F482,ORD,ATL,45574,74352,18
I885,F283-F482,LAS,ATL,29797,74352,47
I886,F342-F482,EWR,ATL,61694,74352,13
I887,F482,DTW,ATL,70041,74352,4
I888,F483,LAX,ORD,20520,33129,97
I889,F157-F484,JFK,SFO,20940,77745,63
I890,F406-F484,MCO,SFO,20820,77745,25
I891,F484,ORD,SFO,64412,77745,72
I892,F485,ATL,PHX,20640,32110,69
I893,F62-F486,MSP,DEN,20040,48829,21
I894,F486,PHX,DEN,44473,48829,41
I895,F88-F487,LAS,PHX,54702,77530,18
I896,F132-F487,ORD,PHX,62638,77530,17
I897,F466-F487,DFW,PHX,60998,77530,22
I898,F487,DEN,PHX,73174,77530,46
I899,F488,DFW,LAX,21000,29923,160
I900,F489,LAX,DFW,42770,51693,96
I901,F28-F490,ORD,LAX,61366,92220,47
I902,F63-F490,PHX,LAX,45543,92220,4
I903,F137-F490,JFK,LAX,19920,92220,24
I904,F140-F490,SEA,LAX,41868,92220,40
I905,F147-F490,MIA,LAX,59698,92220,10
I906,F186-F490,EWR,LAX,35876,92220,33
I907,F490,DFW,LAX,83297,92220,2
I908,F491,LAS,IAH,20400,29229,22
I909,F492,IAH,MSP,57380,64877,160
I910,F493,SFO,ORD,20760,34093,66
I911,F435-F494,MIA,LAX,20400,51202,72
I912,F494,ORD,LAX,38593,51202,88
I913,F495,JFK,DFW,20940,30993,46
I914,F176-F496,MCO,CLT,20100,56933,21
I915,F186-F496,EWR,CLT,35876,56933,25
I916,F196-F496,SFO,CLT,19920,56933,5
I917,F364-F496,ATL,CLT,19860,56933,45
I918,F496,DFW,CLT,50170,56933,10
I919,F171-F497,JFK,MCO,34860,84744,5
I920,F304-F497,IAH,MCO,20760,84744,33
I921,F497,CLT,MCO,81347,84744,90
I922,F498,EWR,MIA,20100,27975,27
I923,F499,MIA,EWR,46238,54113,107
I924,F54-F500,DFW,MCO,20700,76287,42
I925,F200-F500,CLT,MCO,45818,76287,62
I926,F332-F500,DFW,MCO,29287,76287,44
I927,F500,EWR,MCO,69492,76287,12
I928,F501,SEA,DEN,20340,27742,11
I929,F17-F502,DTW,LAS,20280,63147,16
I930,F502,DEN,LAS,58607,63147,112
I931,F503,LAS,ATL,20700,33318,11
I932,F58-F504,IAH,DEN,20220,76115,3
I933,F112-F504,IAH,DEN,59979,76115,1
I934,F182-F504,LAS,DEN,20100,76115,9
I935,F235-F504,IAH,DEN,50226,76115,30
I936,F383-F447-F504,MCO,DEN,20280,76115,16
I937,F504,ATL,DEN,67448,76115,101
I938,F52-F505,JFK,SFO,20340,87779,41
I939,F479-F505,MIA,SFO,20400,87779,37
I940,F505,DEN,SFO,80795,87779,82
I941,F506,DTW,LAS,19980,32616,34
I942,F507,LAS,DFW,47518,55141,41
I943,F78-F508,MCO,LAS,45248,83740,2
I944,F140-F508,SEA,LAS,41868,83740,25
I945,F227-F508,EWR,LAS,19920,83740,16
I946,F285-F508,MCO,LAS,20520,83740,31
I947,F508,DFW,LAS,76117,83740,22
I948,F509,SFO,DFW,20340,30919,101
I949,F137-F510,JFK,PHX,19920,42974,13
I950,F495-F510,JFK,PHX,20940,42974,37
I951,F510,DFW,PHX,36706,42974,34
I952,F105-F511,DTW,MCO,20400,62450,14
I953,F388-F511,DTW,MCO,20400,62450,10
I954,F511,PHX,MCO,49090,62450,68
I955,F512,MCO,PHX,75051,88411,160
I956,F513,IAH,ATL,20100,25081,66
I957,F462-F514,PHX,ORD,20160,49029,22
I958,F514,ATL,ORD,44637,49029,42
I959,F100-F515,JFK,MIA,51884,75420,23
I960,F131-F515,ATL,MIA,46469,75420,44
I961,F294-F515,DEN,MIA,30461,75420,4
I962,F328-F515,ATL,MIA,58701,75420,3
I963,F406-F515,MCO,MIA,20820,75420,8
I964,F515,ORD,MIA,66735,75420,7
I965,F516,SEA,LAX,20280,27192,89
I966,F97-F517,MSP,DEN,20220,50249,5
I967,F516-F517,SEA,DEN,20280,50249,71
I968,F517,LAX,DEN,44017,50249,28
I969,F52-F518,JFK,MIA,20340,89717,18
I970,F358-F518,PHX,MIA,51356,89717,53
I971,F401-F518,MCO,MIA,20460,89717,29
I972,F518,DEN,MIA,77351,89717,60
I973,F519,JFK,MIA,21000,28906,77
I974,F498-F520,EWR,ORD,20100,60391,66
I975,F520,MIA,ORD,51706,60391,35
I976,F521,ATL,IAH,20760,25741,28
I977,F522,IAH,SFO,36747,48568,37
I978,F353-F523,LAS,MSP,32910,80317,18
I979,F522-F523,IAH,MSP,36747,80317,73
I980,F523,SFO,MSP,68838,80317,69
I981,F524,LAS,ATL,20220,32838,81
I982,F296-F525,LAS,DFW,19920,67332,15
I983,F462-F525,PHX,DFW,20160,67332,22
I984,F293-F480-F525,LAS,DFW,20160,67332,13
I985,F480-F525,DEN,DFW,45656,67332,5
I986,F503-F525,LAS,DFW,20700,67332,60
I987,F525,ATL,DFW,62049,67332,45
I988,F526,DTW,JFK,20220,23892,160
I989,F99-F527,DTW,CLT,20880,33895,15
I990,F527,JFK,CLT,29980,33895,98
I991,F199-F528,MIA,MSP,20160,66901,30
I992,F250-F528,JFK,MSP,20940,66901,45
I993,F304-F528,IAH,MSP,20760,66901,9
I994,F528,CLT,MSP,60169,66901,64
I995,F109-F529,SEA,CLT,53727,84721,53
I996,F209-F529,DFW,CLT,37678,84721,30
I997,F319-F529,SFO,CLT,19920,84721,33
I998,F347-F529,IAH,CLT,50463,84721,14
I999,F142-F441-F529,DFW,CLT,20520,84721,10
I1000,F529,MSP,CLT,77989,84721,20
I1001,F530,CLT,JFK,20460,24375,96
I1002,F531,JFK,MSP,27616,35045,12
I1003,F412-F532,LAS,MCO,19800,63210,47
I1004,F532,MSP,MCO,53715,63210,49
I1005,F533,SEA,ORD,20760,33184,89
I1006,F383-F534,MCO,EWR,20280,46732,25
I1007,F534,ORD,EWR,41539,46732,24
I1008,F200-F535,CLT,ORD,45818,73452,30
I1009,F205-F535,MIA,ORD,20760,73452,45
I1010,F332-F535,DFW,ORD,29287,73452,33
I1011,F535,EWR,ORD,68259,73452,20
I1012,F536,CLT,IAH,20100,26697,31
I1013,F164-F537,SFO,ORD,19860,44369,11
I1014,F537,IAH,ORD,37664,44369,110
I1015,F100-F538,JFK,MCO,51884,69821,16
I1016,F538,ORD,MCO,62531,69821,112
I1017,F167-F539,ATL,CLT,45793,77538,14
I1018,F269-F539,ORD,CLT,45270,77538,59
I1019,F476-F539,DTW,CLT,40371,77538,41
I1020,F539,MCO,CLT,74141,77538,14
I1021,F160-F540,JFK,MIA,20640,86838,61
I1022,F171-F540,JFK,MIA,34860,86838,2
I1023,F176-F496-F540,MCO,MIA,20100,86838,17
I1024,F540,CLT,MIA,82118,86838,48
I1025,F541,CLT,DEN,20220,29886,17
I1026,F240-F542,IAH,JFK,20100,46666,34
I1027,F542,DEN,JFK,34926,46666,33
I1028,F543,JFK,ORD,55623,60964,49
I1029,F544,DFW,ATL,20520,25803,7
I1030,F135-F545,DTW,DFW,38218,52088,4
I1031,F134-F174-F545,CLT,DFW,21000,52088,15
I1032,F174-F545,DTW,DFW,37740,52088,10
I1033,F296-F545,LAS,DFW,19920,52088,9
I1034,F371-F545,IAH,DFW,19980,52088,78
I1035,F545,ATL,DFW,46805,52088,3
I1036,F28-F546,ORD,PHX,61366,91897,15
I1037,F95-F546,LAX,PHX,53532,91897,7
I1038,F130-F229-F546,ORD,PHX,37583,91897,4
I1039,F239-F546,MSP,PHX,62681,91897,31
I1040,F460-F546,SEA,PHX,54142,91897,25
I1041,F546,DFW,PHX,85629,91897,46
I1042,F547,MSP,IAH,20880,28377,17
I1043,F521-F548,ATL,MCO,20760,36995,79
I1044,F548,IAH,MCO,30821,36995,49
I1045,F549,MCO,ATL,41625,44550,128
I1046,F130-F550,ORD,MCO,37583,59287,2
I1047,F447-F550,ORD,MCO,41170,59287,13
I1048,F550,ATL,MCO,56362,59287,113
I1049,F42-F551,MSP,ATL,44192,74460,62
I1050,F103-F551,DTW,ATL,60661,74460,17
I1051,F551,MCO,ATL,71535,74460,49
I1052,F552,MCO,MSP,20160,29655,160
I1053,F209-F553,DFW,DEN,37678,53233,19
I1054,F378-F553,LAX,DEN,19860,53233,53
I1055,F391-F553,LAX,DEN,20160,53233,56
I1056,F553,MSP,DEN,48319,53233,17
I1057,F240-F554,IAH,ATL,20100,90501,14
I1058,F268-F295-F554,MCO,ATL,20100,90501,27
I1059,F337-F554,MCO,ATL,60777,90501,50
I1060,F49-F358-F554,MSP,ATL,21000,90501,1
I1061,F466-F554,DFW,ATL,60998,90501,15
I1062,F554,DEN,ATL,81834,90501,53
I1063,F555,LAX,DFW,20580,29503,19
I1064,F49-F63-F556,MSP,LAX,21000,71168,15
I1065,F176-F556,MCO,LAX,20100,71168,16
I1066,F186-F556,EWR,LAX,35876,71168,14
I1067,F227-F556,EWR,LAX,19920,71168,7
I1068,F288-F556,MCO,LAX,19860,71168,29
I1069,F556,DFW,LAX,62245,71168,15
I1070,F19-F557,SEA,ORD,63598,88031,45
I1071,F323-F324-F557,MIA,ORD,20100,88031,15
I1072,F557,LAX,ORD,75422,88031,36
I1073,F558,MCO,ATL,20940,23865,21
I1074,F182-F559,LAS,MSP,20100,60437,6
I1075,F145-F197-F559,MIA,MSP,19800,60437,7
I1076,F197-F559,DFW,MSP,32350,60437,41
I1077,F272-F559,MCO,MSP,20640,60437,21
I1078,F296-F559,LAS,MSP,19920,60437,9
I1079,F559,ATL,MSP,53872,60437,8
I1080,F31-F560,JFK,CLT,63164,93264,70
I1081,F180-F560,LAX,CLT,52636,93264,25
I1082,F560,MSP,CLT,86532,93264,1
I1083,F561,JFK,ORD,20940,26281,56
I1084,F562,ORD,JFK,38825,44166,24
I1085,F119-F563,MCO,DFW,51987,76107,21
I1086,F562-F563,ORD,DFW,38825,76107,63
I1087,F563,JFK,DFW,66054,76107,32
I1088,F26-F564,MSP,ATL,20160,86665,11
I1089,F78-F564,MCO,ATL,45248,86665,1
I1090,F137-F564,JFK,ATL,19920,86665,6
I1091,F285-F564,MCO,ATL,20520,86665,15
I1092,F305-F564,CLT,ATL,51392,86665,43
I1093,F331-F564,CLT,ATL,20580,86665,30
I1094,F355-F564,LAS,ATL,71136,86665,17
I1095,F564,DFW,ATL,81382,86665,5
I1096,F565,DFW,CLT,19980,26743,76
I1097,F160-F566,JFK,DFW,20640,43785,21
I1098,F250-F566,JFK,DFW,20940,43785,30
I1099,F566,CLT,DFW,37022,43785,68
I1100,F26-F567,MSP,ORD,20160,69326,8
I1101,F143-F567,SFO,ORD,42237,69326,12
I1102,F186-F567,EWR,ORD,35876,69326,11
I1103,F196-F567,SFO,ORD,19920,69326,4
I1104,F243-F567,EWR,ORD,20220,69326,50
I1105,F545-F567,ATL,ORD,46805,69326,2
I1106,F555-F567,LAX,ORD,20580,69326,36
I1107,F567,DFW,ORD,63521,69326,3
I1108,F312-F568,MIA,DFW,20760,85440,16
I1109,F406-F568,MCO,DFW,20820,85440,5
I1110,F446-F568,CLT,DFW,21000,85440,60
I1111,F514-F568,ATL,DFW,44637,85440,18
I1112,F568,ORD,DFW,79635,85440,29
I1113,F569,ATL,LAS,20220,32838,37
I1114,F262-F570,MSP,ATL,19920,80190,38
I1115,F282-F570,SEA,ATL,20940,80190,49
I1116,F570,LAS,ATL,67572,80190,9
I1117,F571,DFW,SFO,20640,31219,96
I1118,F572,SFO,DEN,57056,64040,16
I1119,F08-F573,ORD,PHX,20160,71097,15
I1120,F344-F573,LAX,PHX,43424,71097,25
I1121,F573,DEN,PHX,66741,71097,56
I1122,F574,MSP,SFO,19980,31459,128
I1123,F368-F575,PHX,IAH,50306,70474,27
I1124,F575,SFO,IAH,58653,70474,101
I1125,F164-F576,SFO,ORD,19860,85706,18
I1126,F231-F576,ATL,ORD,46424,85706,51
I1127,F346-F576,MCO,ORD,20040,85706,22
I1128,F576,IAH,ORD,79001,85706,37
I1129,F577,JFK,MSP,20340,27769,33
I1130,F55-F578,EWR,ATL,33711,60207,6
I1131,F209-F578,DFW,ATL,37678,60207,16
I1132,F378-F578,LAX,ATL,19860,60207,36
I1133,F577-F578,JFK,ATL,20340,60207,45
I1134,F578,MSP,ATL,53642,60207,17
I1135,F01-F579,PHX,IAH,48868,92435,12
I1136,F50-F579,PHX,IAH,44766,92435,3
I1137,F77-F92-F579,PHX,IAH,20040,92435,13
I1138,F92-F579,MCO,IAH,71987,92435,31
I1139,F174-F579,DTW,IAH,37740,92435,7
I1140,F218-F579,PHX,IAH,43025,92435,18
I1141,F296-F579,LAS,IAH,19920,92435,4
I1142,F308-F309-F579,MSP,IAH,35061,92435,23
I1143,F480-F579,DEN,IAH,45656,92435,3
I1144,F579,ATL,IAH,87454,92435,14
I1145,F580,ATL,ORD,20460,24852,50
I1146,F383-F581,MCO,DFW,20280,39025,10
I1147,F406-F581,MCO,DFW,20820,39025,3
I1148,F581,ORD,DFW,33220,39025,30
I1149,F33-F582,MCO,ORD,20880,64510,8
I1150,F276-F582,DEN,ORD,20640,64510,20
I1151,F331-F582,CLT,ORD,20580,64510,16
I1152,F507-F582,LAS,ORD,47518,64510,37
I1153,F296-F545-F582,LAS,ORD,19920,64510,4
I1154,F582,DFW,ORD,58705,64510,43
I1155,F583,ATL,LAS,20700,33318,160
I1156,F404-F584,SEA,ATL,20160,69573,37
I1157,F584,LAS,ATL,56955,69573,123
I1158,F585,JFK,ORD,20700,26041,58
I1159,F129-F586,PHX,ATL,19800,46900,31
I1160,F386-F586,LAX,ATL,20400,46900,56
I1161,F586,ORD,ATL,42508,46900,5
I1162,F11-F12-F587,DFW,ORD,20340,77414,21
I1163,F81-F587,JFK,ORD,20580,77414,1
I1164,F36-F135-F587,PHX,ORD,20460,77414,30
I1165,F206-F587,EWR,ORD,48191,77414,15
I1166,F339-F587,PHX,ORD,20100,77414,25
I1167,F587,ATL,ORD,73022,77414,4
I1168,F588,IAH,JFK,20940,31186,160
I1169,F562-F589,ORD,IAH,38825,56780,29
I1170,F589,JFK,IAH,46534,56780,131
I1171,F111-F590,EWR,JFK,20460,71469,1
I1172,F323-F590,MIA,JFK,20100,71469,29
I1173,F547-F590,MSP,JFK,20880,71469,60
I1174,F590,IAH,JFK,61223,71469,70
I1175,F591,JFK,ORD,20520,25861,44
