iata_code,lat,lon,name,type,iso3,iso_region,municipality
LCA,34.87509918,33.62490082,Larnaca International Airport,large_airport,CYP,CY-04,Larnarca
ECN,35.15470123,33.49610138,Ercan International Airport,medium_airport,CYP,CY-02,Nicosia
PFO,34.7179985,32.48569869999999,Paphos International Airport,large_airport,CYP,CY-06,Paphos
GEC,35.235946999999996,33.724358,Lefkoniko Airport,medium_airport,CYP,CY-03,Geçitkale
PED,50.01340103,15.73859978,Pardubice Airport,medium_airport,CZE,CZ-PA,Pardubice
PRG,50.1008,14.26,Václav Havel Airport Prague,large_airport,CZE,CZ-PR,Prague
KLV,50.20299911,12.91499996,Karlovy Vary International Airport,medium_airport,CZE,CZ-KA,Karlovy Vary
BRQ,49.15129852,16.69440079,Brno-Tuřany Airport,medium_airport,CZE,CZ-JM,Brno
OSR,49.69630051,18.11109924,Ostrava Leos Janáček Airport,medium_airport,CZE,CZ-MO,Ostrava
FMM,47.98880005,10.23950005,Memmingen Allgau Airport,medium_airport,DEU,DE-BY,Memmingen
RLG,53.91820145,12.27830029,Rostock-Laage Airport,medium_airport,DEU,DE-MV,Rostock
PAD,51.61410141,8.616319656,Paderborn Lippstadt Airport,medium_airport,DEU,DE-NW,Paderborn
NRN,51.60240173,6.142169952000001,Weeze Airport,medium_airport,DEU,DE-NW,Weeze
DTM,51.51829910000001,7.612239838,Dortmund Airport,large_airport,DEU,DE-NW,Dortmund
FDH,47.67129898,9.511489868,Friedrichshafen Airport,medium_airport,DEU,DE-BW,Friedrichshafen
HOQ,50.28861237,11.85638905,Hof-Plauen Airport,medium_airport,DEU,DE-BY,Hof
TXL,52.5597,13.2877,Berlin-Tegel Airport,large_airport,DEU,DE-BE,Berlin
FKB,48.77939987,8.080499649,Karlsruhe Baden-Baden Airport,large_airport,DEU,DE-BW,Baden-Baden
BWE,52.319199,10.5561,Braunschweig-Wolfsburg Airport,medium_airport,DEU,DE-NI,Braunschweig
KSF,51.417273,9.384967,Kassel-Calden Airport,medium_airport,DEU,DE-HE,Kassel
GWT,54.91320038,8.340470314,Westerland Sylt Airport,medium_airport,DEU,DE-SH,Westerland
HGL,54.18527985,7.915832996000001,Helgoland-Düne Airport,small_airport,DEU,DE-SH,Helgoland
HEI,54.15333176,8.901666641,Heide-Büsum Airport,small_airport,DEU,DE-SH,Büsum
NRD,53.70694399999999,7.23,Norderney Airport,small_airport,DEU,DE-NI,Norderney
BMK,53.59639,6.709167,Borkum Airport,small_airport,DEU,DE-NI,Borkum
LBC,53.80540085,10.71920013,Lübeck Blankensee Airport,medium_airport,DEU,DE-SH,Lübeck
KEL,54.37944412,10.14527798,Kiel-Holtenau Airport,medium_airport,DEU,DE-SH,Kiel
STR,48.68989944,9.221960068,Stuttgart Airport,large_airport,DEU,DE-BW,Stuttgart
MHG,49.473057,8.514167,Mannheim-City Airport,medium_airport,DEU,DE-BW,Mannheim
SCN,49.21459961,7.109509945,Saarbrücken Airport,medium_airport,DEU,DE-SL,Saarbrücken
LEJ,51.423889,12.236388999999999,Leipzig/Halle Airport,large_airport,DEU,DE-SN,Leipzig
NUE,49.498699,11.078056,Nuremberg Airport,large_airport,DEU,DE-BY,Nuremberg
MUC,48.353802,11.7861,Munich Airport,large_airport,DEU,DE-BY,Munich
DUS,51.289501,6.766780000000001,Düsseldorf Airport,large_airport,DEU,DE-NW,Düsseldorf
CGN,50.86589813,7.142739773,Cologne Bonn Airport,large_airport,DEU,DE-NW,Cologne
HAM,53.63040161,9.988229752,Hamburg Airport,large_airport,DEU,DE-HH,Hamburg
FMO,52.13460159,7.6848301889999995,Münster Osnabrück Airport,large_airport,DEU,DE-NW,Münster
FRA,50.033333,8.570556,Frankfurt am Main Airport,large_airport,DEU,DE-HE,Frankfurt am Main
ERF,50.97980118,10.95810032,Erfurt Airport,medium_airport,DEU,DE-TH,Erfurt
DRS,51.13280106,13.76720047,Dresden Airport,large_airport,DEU,DE-SN,Dresden
SXF,52.380001,13.5225,Berlin-Schönefeld Airport,large_airport,DEU,DE-BR,Berlin
HDF,53.87870026,14.15229988,Heringsdorf Airport,medium_airport,DEU,DE-MV,Heringsdorf
HAJ,52.46110153,9.685079575,Hannover Airport,large_airport,DEU,DE-NI,Hannover
BRE,53.04750061,8.786669731,Bremen Airport,large_airport,DEU,DE-HB,Bremen
HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport,medium_airport,DEU,DE-RP,Frankfurt am Main
EME,53.391109,7.2275,Emden Airport,small_airport,DEU,DE-NI,Emden
JIB,11.54730034,43.15950012,Djibouti-Ambouli Airport,medium_airport,DJI,DJ-DJ,Djibouti City
DCF,15.33670044,-61.39220047,Canefield Airport,medium_airport,DMA,DM-10,Canefield
DOM,15.547,-61.299999,Douglas-Charles Airport,medium_airport,DMA,DM-02,Marigot
BLL,55.74029922,9.151780128,Billund Airport,large_airport,DNK,DK-83,Billund
AAR,56.29999924,10.61900043,Aarhus Airport,medium_airport,DNK,DK-82,Aarhus
CPH,55.61790085,12.65600014,Copenhagen Kastrup Airport,large_airport,DNK,DK-84,Copenhagen
EBJ,55.525902,8.5534,Esbjerg Airport,medium_airport,DNK,DK-83,Esbjerg
KRP,56.29750061,9.124629974,Karup Airport,medium_airport,DNK,DK-82,Karup
ODE,55.47669983,10.33090019,Odense Airport,medium_airport,DNK,DK-83,Odense
RNN,55.06330109,14.75959969,Bornholm Airport,medium_airport,DNK,DK-84,Rønne
SGD,54.96440125,9.791729927,Sønderborg Airport,medium_airport,DNK,DK-83,Sønderborg
CNL,57.503502000000005,10.2294,Sindal Airport,medium_airport,DNK,DK-81,Sindal
AAL,57.09275891,9.849243163999999,Aalborg Airport,large_airport,DNK,DK-81,Aalborg
POP,19.75790024,-70.56999969,Gregorio Luperon International Airport,medium_airport,DOM,DO-18,Puerto Plata
BRX,18.25149918,-71.12039948,Maria Montez International Airport,medium_airport,DOM,DO-04,Barahona
AZS,19.2670002,-69.74199677,Samaná El Catey International Airport,medium_airport,DOM,DO-20,Samana
JBQ,18.57250023,-69.98560333,La Isabela International Airport,medium_airport,DOM,DO-01,La Isabela
LRM,18.45070076,-68.91179657,Casa De Campo International Airport,medium_airport,DOM,DO-12,La Romana
STI,19.40609932,-70.60469818,Cibao International Airport,medium_airport,DOM,DO-25,Santiago
SDQ,18.42970085,-69.66889954,Las Américas International Airport,large_airport,DOM,DO-01,Santo Domingo
PUJ,18.56739998,-68.36340332,Punta Cana International Airport,large_airport,DOM,DO-11,Punta Cana
QSF,36.17810059,5.32449007,Ain Arnat Airport,medium_airport,DZA,DZ-19,Sétif
VVZ,26.7234993,8.622650146,Illizi Takhamalt Airport,medium_airport,DZA,DZ-33,Illizi
HRM,32.93040085,3.311539888,Hassi R'Mel Airport,medium_airport,DZA,DZ-03,
TIN,27.700399400000002,-8.167099953,Tindouf Airport,medium_airport,DZA,DZ-37,Tindouf
BJA,36.712001799999996,5.0699200630000005,Soummam Airport,medium_airport,DZA,DZ-06,Béjaïa
TMR,22.81150055,5.451079845,Aguenar – Hadj Bey Akhamok Airport,medium_airport,DZA,DZ-11,Tamanrasset
ALG,36.69100189,3.215409994,Houari Boumediene Airport,large_airport,DZA,DZ-35,Algiers
GJL,36.79510117,5.87361002,Jijel Ferhat Abbas Airport,medium_airport,DZA,DZ-18,Jijel
DJG,24.292801,9.45244,Djanet Inedbirene Airport,medium_airport,DZA,DZ-33,Djanet
CZL,36.27600098,6.620389938,Mohamed Boudiaf International Airport,medium_airport,DZA,DZ-25,Constantine
TLM,35.01670074,-1.4500000480000002,Zenata – Messali El Hadj Airport,medium_airport,DZA,DZ-13,Tlemcen
ORN,35.62390137,-0.621182978,Es Senia Airport,medium_airport,DZA,DZ-31,Oran
CBH,31.64570045,-2.269860029,Béchar Boudghene Ben Ali Lotfi Airport,medium_airport,DZA,DZ-08,Béchar
BMW,21.375,0.9238889809999999,Bordj Badji Mokhtar Airport,small_airport,DZA,DZ-01,Bordj Badji Mokhtar
AZR,27.83760071,-0.186414003,Touat Cheikh Sidi Mohamed Belkebir Airport,medium_airport,DZA,DZ-01,
BSK,34.79330063,5.738230228,Biskra Airport,medium_airport,DZA,DZ-07,Biskra
BLJ,35.7521019,6.308589935,Batna Airport,medium_airport,DZA,DZ-05,Batna
GHA,32.38410187,3.79411006,Noumérat - Moufdi Zakaria Airport,medium_airport,DZA,DZ-47,Ghardaïa
HME,31.67300034,6.140439987000001,Oued Irara Airport,medium_airport,DZA,DZ-30,Hassi Messaoud
INZ,27.25099945,2.512020111,In Salah Airport,medium_airport,DZA,DZ-11,In Salah
TGR,33.06779861,6.088669777000001,Touggourt Sidi Madhi Airport,medium_airport,DZA,DZ-30,Touggourt
ELU,33.51139832,6.776790142,Guemar Airport,medium_airport,DZA,DZ-39,Guemar
TMX,29.237100599999998,0.27603301399999997,Timimoun Airport,medium_airport,DZA,DZ-01,Timimoun
OGX,31.91720009,5.412779808,Ain el Beida Airport,medium_airport,DZA,DZ-30,Ouargla
AAE,36.822201,7.8091740000000005,Rabah Bitat Airport,medium_airport,DZA,DZ-36,Annaba
IAM,28.0515,9.64291,In Aménas Airport,medium_airport,DZA,DZ-33,Aménas
ELG,30.57130051,2.859590054,El Golea Airport,medium_airport,DZA,DZ-47,
TEE,35.43159866,8.12071991,Cheikh Larbi Tébessi Airport,medium_airport,DZA,DZ-12,Tébessi
GPS,-0.453758001,-90.26589966,Seymour Airport,small_airport,ECU,EC-W,Baltra
GYE,-2.15741992,-79.88359833,José Joaquín de Olmedo International Airport,medium_airport,ECU,EC-G,Guayaquil
TUA,0.8095059990000001,-77.70809937,Teniente Coronel Luis a Mantilla Airport,medium_airport,ECU,EC-C,Tulcán
IBB,-0.942628026,-90.95300293,General Villamil Airport,small_airport,ECU,EC-W,Isabela
CUE,-2.88947,-78.984398,Mariscal Lamar Airport,medium_airport,ECU,EC-A,Cuenca
XMS,-2.299170017,-78.1207962,Coronel E Carvajal Airport,medium_airport,ECU,EC-S,Macas
MEC,-0.946078002,-80.67880249,Eloy Alfaro International Airport,medium_airport,ECU,EC-M,Manta
LOH,-3.99589,-79.371902,Camilo Ponce Enriquez Airport,small_airport,ECU,EC-L,La Toma (Catamayo)
SCY,-0.910206,-89.617401,San Cristóbal Airport,small_airport,ECU,EC-W,San Cristóbal
ETR,-3.441986,-79.996957,Santa Rosa International Airport,medium_airport,ECU,EC-O,Santa Rosa
UIO,-0.12916666699999999,-78.3575,Mariscal Sucre International Airport,large_airport,ECU,EC-P,Quito
LTX,-0.906833,-78.615799,Cotopaxi International Airport,large_airport,ECU,EC-X,Latacunga
ESM,0.9785190220000001,-79.62660217,General Rivadeneira Airport,small_airport,ECU,EC-E,Tachina
OCC,-0.462886006,-76.98680115,Francisco De Orellana Airport,medium_airport,ECU,EC-D,Coca
SSH,27.97730064,34.39500046,Sharm El Sheikh International Airport,medium_airport,EGY,EG-JS,Sharm el-Sheikh
ASW,23.96439934,32.81999969,Aswan International Airport,medium_airport,EGY,EG-ASN,Aswan
LXR,25.671,32.7066,Luxor International Airport,large_airport,EGY,EG-KN,Luxor
HRG,27.17830086,33.79940033,Hurghada International Airport,large_airport,EGY,EG-BA,Hurghada
CAI,30.12190056,31.40559959,Cairo International Airport,large_airport,EGY,EG-C,Cairo
ABS,22.37599945,31.61170006,Abu Simbel Airport,medium_airport,EGY,EG-ASN,Abu Simbel
RMF,25.5571003,34.58369827,Marsa Alam International Airport,medium_airport,EGY,EG-BA,Marsa Alam
HBE,30.91769981,29.69639969,Borg El Arab International Airport,medium_airport,EGY,EG-ALX,Alexandria
ALY,31.18390083,29.94890022,El Nouzha Airport,medium_airport,EGY,EG-ALX,Alexandria
AAC,31.07329941,33.83580017,El Arish International Airport,medium_airport,EGY,EG-SIN,El Arish
ATZ,27.046499,31.011999,Asyut International Airport,medium_airport,EGY,EG-AST,Asyut
HMB,26.342778000000003,31.742778,Sohag International Airport,medium_airport,EGY,EG-SHG,Sohag
ASM,15.29189968,38.91070175,Asmara International Airport,medium_airport,ERI,ER-SK,Asmara
ASA,13.07180023,42.64500046,Assab International Airport,medium_airport,ERI,ER-DK,Asab
MSW,15.67000008,39.37009811,Massawa International Airport,medium_airport,ERI,ER-SK,Massawa
EUN,27.151699,-13.2192,Hassan I Airport,medium_airport,ESH,EH-U-A,El Aaiún
VIL,23.7183,-15.932,Dakhla Airport,medium_airport,ESH,EH-U-A,Dakhla
SMW,26.7318,-11.6847,Smara Airport,medium_airport,ESH,EH-U-A,Smara
BJZ,38.8913002,-6.82133007,Badajoz Airport,medium_airport,ESP,ES-EX,Badajoz
SCQ,42.89630127,-8.415140152000001,Santiago de Compostela Airport,large_airport,ESP,ES-GA,Santiago de Compostela
LEU,42.3386,1.40917,Pirineus - la Seu d'Urgel Airport,small_airport,ESP,ES-CT,La Seu d'Urgell Pyrenees and Andorra
VLC,39.4893,-0.481625,Valencia Airport,medium_airport,ESP,ES-V,Valencia
VLL,41.70610046,-4.851940155,Valladolid Airport,medium_airport,ESP,ES-CL,Valladolid
VIT,42.88280106,-2.7244699,Vitoria/Foronda Airport,medium_airport,ESP,ES-PV,Alava
SDR,43.42710114,-3.820009947,Santander Airport,medium_airport,ESP,ES-S,Santander
EAS,43.35649872,-1.790609956,San Sebastian Airport,medium_airport,ESP,ES-PV,Hondarribia
ZAZ,41.66619873,-1.04155004,Zaragoza Air Base,medium_airport,ESP,ES-AR,Zaragoza
SVQ,37.41799927,-5.893109797999999,Sevilla Airport,medium_airport,ESP,ES-AN,Sevilla
ABC,38.94850159,-1.863520026,Albacete-Los Llanos Airport,medium_airport,ESP,ES-CM,Albacete
VGO,42.23180008,-8.62677002,Vigo Airport,medium_airport,ESP,ES-GA,Vigo
LEI,36.84389877,-2.370100021,Almería International Airport,medium_airport,ESP,ES-AN,Almería
OVD,43.56359863,-6.0346198079999995,Asturias Airport,medium_airport,ESP,ES-O,Ranón
SLM,40.95209885,-5.501989841,Salamanca Airport,medium_airport,ESP,ES-CL,Salamanca
CDT,40.213889,0.07333300000000001,Castellón-Costa Azahar Airport,medium_airport,ESP,ES-CS,Castellón de la Plana
LCG,43.302101,-8.37726,A Coruña Airport,medium_airport,ESP,ES-GA,Culleredo
ILD,41.728184999999996,0.5350229999999999,Lleida-Alguaire Airport,medium_airport,ESP,ES-CT,Lleida
GRO,41.90100098,2.760550022,Girona Airport,medium_airport,ESP,ES-GE,Girona
GRX,37.18870163,-3.777359962,Federico Garcia Lorca Airport,medium_airport,ESP,ES-AN,Granada
IBZ,38.8728981,1.37311995,Ibiza Airport,medium_airport,ESP,ES-PM,Ibiza
XRY,36.74459839,-6.060110092,Jerez Airport,medium_airport,ESP,ES-AN,Jerez de la Forntera
MJV,37.77500153,-0.8123890159999999,San Javier Airport,medium_airport,ESP,ES-MU,San Javier
RJL,42.46095349,-2.322235107,Logroño-Agoncillo Airport,small_airport,ESP,ES-LO,Logroño
MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport,large_airport,ESP,ES-M,Madrid
AGP,36.67490005,-4.499110222,Málaga Airport,large_airport,ESP,ES-AN,Málaga
BIO,43.30110168,-2.910609961,Bilbao Airport,medium_airport,ESP,ES-PV,Bilbao
PMI,39.55170059,2.7388100619999998,Palma De Mallorca Airport,large_airport,ESP,ES-PM,Palma De Mallorca
PNA,42.77000046,-1.646329999,Pamplona Airport,medium_airport,ESP,ES-NA,Pamplona
REU,41.1473999,1.167170048,Reus Air Base,medium_airport,ESP,ES-CT,Reus
BCN,41.2971,2.0784599999999998,Barcelona International Airport,large_airport,ESP,ES-CT,Barcelona
MAH,39.86259842,4.218649864,Menorca Airport,medium_airport,ESP,ES-PM,Menorca Island
ALC,38.28219986,-0.558156013,Alicante International Airport,large_airport,ESP,ES-V,Alicante
GMZ,28.02960014,-17.21459961,La Gomera Airport,small_airport,ESP,ES-CN,"Alajero, La Gomera Island"
FUE,28.45269966,-13.86380005,Fuerteventura Airport,medium_airport,ESP,ES-CN,Fuerteventura Island
VDE,27.81480026,-17.88710022,Hierro Airport,medium_airport,ESP,ES-CN,El Hierro Island
LPA,27.93190002,-15.38659954,Gran Canaria Airport,large_airport,ESP,ES-CN,Gran Canaria Island
ACE,28.945498999999998,-13.6052,Lanzarote Airport,medium_airport,ESP,ES-CN,Lanzarote Island
TFS,28.04450035,-16.57250023,Tenerife South Airport,large_airport,ESP,ES-CN,Tenerife Island
TFN,28.48270035,-16.34149933,Tenerife Norte Airport,large_airport,ESP,ES-CN,Tenerife Island
MLN,35.27980042,-2.956259966,Melilla Airport,medium_airport,ESP,ES-ML,Melilla
SPC,28.626499,-17.7556,La Palma Airport,large_airport,ESP,ES-CN,"Sta Cruz de la Palma, La Palma Island"
TAY,58.30749893,26.69039917,Tartu Airport,medium_airport,EST,EE-7B,Tartu
TLL,59.41329956,24.83279991,Lennart Meri Tallinn Airport,large_airport,EST,EE-37,Tallinn
EPU,58.41899872,24.472799300000002,Pärnu Airport,medium_airport,EST,EE-67,Pärnu
URE,58.22990036,22.5095005,Kuressaare Airport,medium_airport,EST,EE-74,Kuressaare
KDL,58.99079895,22.83069992,Kärdla Airport,medium_airport,EST,EE-39,Kärdla
AXU,14.14680004,38.77280045,Axum Airport,medium_airport,ETH,ET-TI,
DSE,11.08250046,39.71139908,Combolcha Airport,small_airport,ETH,ET-AM,Dessie
DIR,9.624699592999999,41.85419846,Aba Tenna Dejazmach Yilma International Airport,medium_airport,ETH,ET-DD,Dire Dawa
GMB,8.128760338,34.56309891,Gambella Airport,medium_airport,ETH,ET-GA,Gambela
GDQ,12.51990032,37.43399811,Gonder Airport,medium_airport,ETH,ET-AM,Gondar
GDE,5.935130119,43.57860184,Gode Airport,medium_airport,ETH,ET-SO,Gode
GOR,8.1614,35.5529,Gore Airport,small_airport,ETH,ET-GA,Gore
JIJ,9.3325,42.9121,Wilwal International Airport,medium_airport,ETH,ET-SO,Jijiga
JIM,7.666090012000001,36.816600799999996,Jimma Airport,medium_airport,ETH,ET-OR,Jimma
ABK,6.734,44.252998,Kabri Dehar Airport,small_airport,ETH,ET-SO,Kabri Dehar
ASO,10.01850033,34.5862999,Asosa Airport,medium_airport,ETH,ET-BE,Asosa
SZE,11.7875,40.9915,Semera Airport,small_airport,ETH,ET-AF,Semera
BJR,11.60809994,37.32160187,Bahir Dar Airport,medium_airport,ETH,ET-AM,Bahir Dar
TIE,7.2024,35.415,Tippi Airport,small_airport,ETH,ET-GA,Tippi
SHC,14.078100199999998,38.27249908,Shire Inda Selassie Airport,small_airport,ETH,ET-TI,Shire Indasilase
BEI,9.386389732,34.52190018,Beica Airport,small_airport,ETH,ET-BE,Beica
HIL,6.0833301539999995,44.76670074,Shilavo Airport,small_airport,ETH,ET-SO,Shilavo
ADD,8.977890015,38.79930115,Addis Ababa Bole International Airport,large_airport,ETH,ET-AA,Addis Ababa
AMH,6.039390087,37.59049988,Arba Minch Airport,medium_airport,ETH,ET-SN,
MTF,6.9571,35.5547,Mizan Teferi Airport,small_airport,ETH,ET-GA,Mizan Teferi
DEM,8.553999901000001,34.85800171,Dembidollo Airport,small_airport,ETH,ET-GA,Dembidollo
VAA,63.05070114,21.762199399999997,Vaasa Airport,medium_airport,FIN,FI-LS,Vaasa
VRK,62.17110062,27.86860085,Varkaus Airport,medium_airport,FIN,FI-IS,Varkaus / Joroinen
TKU,60.51409912,22.26280022,Turku Airport,medium_airport,FIN,FI-LS,Turku
TMP,61.41410065,23.60440063,Tampere-Pirkkala Airport,medium_airport,FIN,FI-LS,Tampere / Pirkkala
KUO,63.00709915,27.79780006,Kuopio Airport,medium_airport,FIN,FI-IS,Kuopio / Siilinjärvi
SVL,61.94309998,28.94510078,Savonlinna Airport,medium_airport,FIN,FI-IS,Savonlinna
ENF,68.36260223,23.42429924,Enontekio Airport,medium_airport,FIN,FI-LL,Enontekio
HEL,60.31719971,24.963300699999998,Helsinki Vantaa Airport,large_airport,FIN,FI-ES,Helsinki
IVL,68.6072998,27.40530014,Ivalo Airport,medium_airport,FIN,FI-LL,Ivalo
JOE,62.66289902,29.60750008,Joensuu Airport,medium_airport,FIN,FI-IS,Joensuu / Liperi
JYV,62.399501799999996,25.67830086,Jyvaskyla Airport,medium_airport,FIN,FI-LS,Jyväskylän Maalaiskunta
KEM,65.77870178,24.58209991,Kemi-Tornio Airport,medium_airport,FIN,FI-LL,Kemi / Tornio
KAJ,64.28549957,27.69239998,Kajaani Airport,medium_airport,FIN,FI-OL,Kajaani
SJY,62.692101,22.8323,Seinäjoki Airport,medium_airport,FIN,FI-LS,Seinäjoki / Ilmajoki
KAO,65.98760223,29.23940086,Kuusamo Airport,medium_airport,FIN,FI-OL,Kuusamo
KTT,67.70099640000001,24.84679985,Kittilä Airport,medium_airport,FIN,FI-LL,Kittilä
KOK,63.72119904,23.14310074,Kokkola-Pietarsaari Airport,medium_airport,FIN,FI-LS,Kokkola / Kruunupyy
MHQ,60.12220001,19.89819908,Mariehamn Airport,medium_airport,FIN,FI-AL,
OUL,64.93009949,25.35460091,Oulu Airport,medium_airport,FIN,FI-OL,Oulu / Oulunsalo
POR,61.46170044,21.79999924,Pori Airport,medium_airport,FIN,FI-LS,Pori
RVN,66.56479645,25.83040047,Rovaniemi Airport,medium_airport,FIN,FI-LL,Rovaniemi
NGI,-18.11560059,179.33999630000002,Ngau Airport,small_airport,FJI,FJ-E,Ngau
LKB,-18.19919968,-178.81700130000002,Lakeba Island Airport,small_airport,FJI,FJ-E,Lakeba Island
LBS,-16.4666996,179.33999630000002,Labasa Airport,medium_airport,FJI,FJ-N,
KXF,-17.345800399999998,179.4219971,Koro Island Airport,small_airport,FJI,FJ-E,Koro Island
RTA,-12.48250008,177.0709991,Rotuma Airport,small_airport,FJI,FJ-R,Rotuma
SVU,-16.80279922,179.3410034,Savusavu Airport,small_airport,FJI,FJ-N,Savusavu
SUV,-18.04330063,178.55900569999997,Nausori International Airport,medium_airport,FJI,FJ-C,Nausori
VBV,-17.268999100000002,-178.9759979,Vanua Balavu Airport,small_airport,FJI,FJ-E,Vanua Balavu
ICI,-17.74329948,-179.34199519999999,Cicia Airport,small_airport,FJI,FJ-E,Cicia
LEV,-17.71109962,178.75900269999997,Levuka Airfield,small_airport,FJI,FJ-E,Bureta
MFJ,-18.56669998,179.951004,Moala Airport,small_airport,FJI,FJ-E,Moala
TVU,-16.69059944,-179.87699890000002,Matei Airport,small_airport,FJI,FJ-N,Matei
KDV,-19.05809975,178.1569977,Vunisea Airport,small_airport,FJI,FJ-E,Vunisea
NAN,-17.7553997,177.4429932,Nadi International Airport,medium_airport,FJI,FJ-W,Nadi
PTF,-17.7779007,177.1970062,Malolo Lailai Island Airport,small_airport,FJI,FJ-W,Malolo Lailai Island
MNF,-17.67309952,177.09800719999998,Mana Island Airport,small_airport,FJI,FJ-W,Mana Island
PSY,-51.68569946,-57.77759933,Port Stanley Airport,medium_airport,FLK,FK-U-A,Stanley
MPN,-51.82279968,-58.44720078,Mount Pleasant Airport,medium_airport,FLK,FK-U-A,Mount Pleasant
BZR,43.32350159,3.3538999560000002,Béziers-Vias Airport,medium_airport,FRA,FR-OCC,Béziers/Vias
MPL,43.57619858,3.963010073,Montpellier-Méditerranée Airport,medium_airport,FRA,FR-OCC,Montpellier/Méditerranée
PGF,42.74039841,2.87067008,Perpignan-Rivesaltes (Llabanère) Airport,medium_airport,FRA,FR-OCC,Perpignan/Rivesaltes
NCE,43.65840149,7.215869904,Nice-Côte d'Azur Airport,large_airport,FRA,FR-PAC,Nice
MRS,43.43927192,5.221424103,Marseille Provence Airport,large_airport,FRA,FR-PAC,Marseille
AVN,43.90729904,4.901830196000001,Avignon-Caumont Airport,medium_airport,FRA,FR-PAC,Avignon/Caumont
TLN,43.09730148,6.146029949,Toulon-Hyères Airport,medium_airport,FRA,FR-PAC,Toulon/Hyères/Le Palyvestre
EBU,45.54059982,4.296390057,Saint-Étienne-Bouthéon Airport,medium_airport,FRA,FR-ARA,Saint-Étienne/Bouthéon
CEQ,43.542,6.95348,Cannes-Mandelieu Airport,medium_airport,FRA,FR-PAC,Cannes/Mandelieu
AUR,44.89139938,2.421940088,Aurillac Airport,medium_airport,FRA,FR-ARA,Aurillac
GNB,45.3629,5.32937,Grenoble-Isère Airport,medium_airport,FRA,FR-U-A,Saint-Étienne-de-Saint-Geoirs
NCY,45.930833299999996,6.106388900000001,Annecy-Haute-Savoie-Mont Blanc Airport,medium_airport,FRA,FR-ARA,Annecy/Meythet
LYS,45.725556,5.081111,Lyon Saint-Exupéry Airport,large_airport,FRA,FR-ARA,Lyon
CCF,43.2159996,2.306319952,Carcassonne Airport,medium_airport,FRA,FR-OCC,Carcassonne/Salvaza
BVA,49.45439911,2.112780094,Paris Beauvais Tillé Airport,medium_airport,FRA,FR-HDF,Beauvais/Tillé
LEH,49.53390121,0.08805599800000001,Le Havre Octeville Airport,medium_airport,FRA,FR-NOR,Le Havre/Octeville
URO,49.38420105,1.1748000379999999,Rouen Airport,medium_airport,FRA,FR-NOR,Rouen/Vallée de Seine
LAI,48.754397999999995,-3.47166,Lannion-Côte de Granit Airport,medium_airport,FRA,FR-BRE,Lannion
UIP,47.97499847,-4.167789936,Quimper-Cornouaille Airport,medium_airport,FRA,FR-BRE,Quimper/Pluguffan
LTT,43.205399,6.482,La Môle Airport,small_airport,FRA,FR-PAC,La Môle
CDG,49.012798,2.55,Charles de Gaulle International Airport,large_airport,FRA,FR-IDF,Paris
NTE,47.15319824,-1.6107300519999999,Nantes Atlantique Airport,medium_airport,FRA,FR-PDL,Nantes
ORY,48.7233333,2.3794444,Paris-Orly Airport,large_airport,FRA,FR-IDF,Paris
BSL,47.59,7.529167,EuroAirport Basel-Mulhouse-Freiburg Airport,large_airport,FRA,FR-GES,Bâle/Mulhouse
DIJ,47.268902000000004,5.09,Dijon-Bourgogne Airport,medium_airport,FRA,FR-BFC,Dijon/Longvic
EPL,48.325001,6.06998,Épinal-Mirecourt Airport,medium_airport,FRA,FR-GES,Épinal/Mirecourt
BES,48.44789886,-4.418540001,Brest Bretagne Airport,medium_airport,FRA,FR-BRE,Brest/Guipavas
BVE,45.039722,1.4855559999999999,Brive-Souillac,medium_airport,FRA,FR-NAQ,Brive la Gaillarde
LIL,50.563332,3.0868860000000002,Lille-Lesquin Airport,medium_airport,FRA,FR-HDF,Lille/Lesquin
SXB,48.53829956,7.628230095,Strasbourg Airport,medium_airport,FRA,FR-GES,Strasbourg
FNI,43.75740051,4.416349888,Nîmes-Arles-Camargue Airport,medium_airport,FRA,FR-OCC,Nîmes/Garons
TUF,47.43220139,0.7276059990000001,Tours-Val-de-Loire Airport,medium_airport,FRA,FR-CVL,Tours/Val de Loire (Loire Valley)
CER,49.65010071,-1.470280051,Cherbourg-Maupertus Airport,medium_airport,FRA,FR-NOR,Cherbourg/Maupertus
DCM,43.55630112,2.28918004,Castres-Mazamet Airport,medium_airport,FRA,FR-OCC,Castres/Mazamet
LIG,45.8628006,1.179440022,Limoges Airport,medium_airport,FRA,FR-NAQ,Limoges/Bellegarde
TLS,43.629101,1.36382,Toulouse-Blagnac Airport,large_airport,FRA,FR-OCC,Toulouse/Blagnac
PUF,43.38000107,-0.41861099,Pau Pyrénées Airport,medium_airport,FRA,FR-NAQ,Pau/Pyrénées (Uzein)
LDE,43.17869949,-0.006439,Tarbes-Lourdes-Pyrénées Airport,medium_airport,FRA,FR-OCC,Tarbes/Lourdes/Pyrénées
ANG,45.72919846,0.221456006,Angoulême-Brie-Champniers Airport,medium_airport,FRA,FR-NAQ,Angoulême/Brie/Champniers
BIQ,43.4683333,-1.5311111000000002,Biarritz-Anglet-Bayonne Airport,medium_airport,FRA,FR-NAQ,Biarritz/Anglet/Bayonne
