Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I598,F350,MCO,ATL,88246,91171,109
I599,F351,SEA,DFW,20280,32286,5
I600,F00-F352,SEA,LAX,20580,55320,3
I601,F89-F352,DEN,LAX,38264,55320,32
I602,F264-F352,EWR,LAX,34644,55320,51
I603,F352,DFW,LAX,46397,55320,7
I604,F26-F353,DEN,DFW,43165,67298,43
I605,F353,LAX,DFW,58375,67298,24
I606,F354,ATL,DEN,20760,29427,9
I607,F88-F355,DFW,LAX,20040,38069,8
I608,F355,DEN,LAX,31837,38069,45
I609,F123-F356,SEA,DEN,20160,62992,57
I610,F356,LAX,DEN,56760,62992,21
I611,F357,ATL,DFW,19860,25143,12
I612,F126-F358,LAS,ATL,20580,64587,10
I613,F358,DFW,ATL,59304,64587,43
I614,F18-F359,DEN,DFW,20940,75001,21
I615,F218-F359,MCO,DFW,20400,75001,66
I616,F359,ATL,DFW,69718,75001,9
I617,F360,SFO,DFW,20520,31099,45
I618,F175-F361,ORD,PHX,40365,68668,7
I619,F179-F361,ATL,PHX,38154,68668,1
I620,F261-F361,JFK,PHX,20940,68668,39
I621,F275-F361,LAX,PHX,20400,68668,23
I622,F361,DFW,PHX,62400,68668,30
I623,F05-F362,DEN,IAH,20940,92241,13
I624,F361-F362,DFW,IAH,62400,92241,28
I625,F362,PHX,IAH,84951,92241,87
I626,F363,SFO,SEA,20940,25858,71
I627,F364,SEA,SFO,50551,55469,160
I628,F28-F365,SEA,DEN,19860,84519,25
I629,F105-F228-F365,LAX,DEN,20520,84519,17
I630,F232-F365,DFW,DEN,20280,84519,70
I631,F299-F365,ORD,DEN,60118,84519,14
I632,F365,SFO,DEN,77535,84519,34
I633,F366,SFO,IAH,20160,31981,77
I634,F39-F367,SFO,DEN,20400,57884,5
I635,F92-F367,JFK,DEN,21000,57884,24
I636,F199-F367,EWR,DEN,37119,57884,32
I637,F334-F367,ATL,DEN,41674,57884,30
I638,F367,IAH,DEN,51643,57884,26
I639,F25-F368,LAX,IAH,20220,69394,23
I640,F368,DEN,IAH,63153,69394,105
I641,F369,ORD,DFW,20040,25845,70
I642,F12-F370,LAS,ORD,20880,37209,3
I643,F126-F370,LAS,ORD,20580,37209,11
I644,F343-F370,CLT,ORD,20280,37209,43
I645,F370,DFW,ORD,31404,37209,42
I646,F59-F371,SEA,ATL,20160,64777,10
I647,F196-F371,DEN,ATL,20160,64777,76
I648,F371,ORD,ATL,60385,64777,42
I649,F34-F372,JFK,DFW,36427,79772,17
I650,F189-F372,PHX,DFW,36811,79772,33
I651,F272-F372,PHX,DFW,20880,79772,29
I652,F372,ATL,DFW,74489,79772,12
I653,F373,JFK,MIA,20820,28726,64
I654,F374,MIA,JFK,58755,66661,52
I655,F256-F375,MCO,MIA,61514,79631,28
I656,F375,JFK,MIA,71725,79631,68
I657,F63-F376,IAH,EWR,42911,93427,8
I658,F182-F376,ATL,EWR,58087,93427,53
I659,F251-F376,ORD,EWR,74634,93427,29
I660,F376,MIA,EWR,85552,93427,6
I661,F377,JFK,IAH,20040,30286,58
I662,F378,IAH,LAX,32539,42506,96
I663,F106-F379,DFW,SEA,50381,78837,21
I664,F315-F379,ORD,SEA,20100,78837,39
I665,F379,LAX,SEA,71925,78837,25
I666,F380,LAX,DFW,20640,29563,25
I667,F12-F381,LAS,SFO,20880,50497,1
I668,F149-F381,ORD,SFO,20880,50497,66
I669,F381,DFW,SFO,39918,50497,29
I670,F28-F382,SEA,DFW,19860,77957,9
I671,F192-F382,ORD,DFW,41160,77957,7
I672,F226-F382,PHX,DFW,30190,77957,10
I673,F282-F382,DEN,DFW,42000,77957,41
I674,F382,SFO,DFW,67378,77957,18
I675,F383,CLT,ORD,21000,25338,62
I676,F129-F384,EWR,MCO,20520,48395,10
I677,F384,ORD,MCO,41105,48395,85
I678,F34-F219-F385,JFK,DFW,36427,71958,10
I679,F385,MCO,DFW,64839,71958,142
I680,F02-F10-F386,JFK,EWR,20040,93285,17
I681,F238-F386,PHX,EWR,19980,93285,28
I682,F275-F386,LAX,EWR,20400,93285,10
I683,F319-F386,ATL,EWR,20460,93285,65
I684,F351-F386,SEA,EWR,20280,93285,30
I685,F386,DFW,EWR,83367,93285,10
I686,F387,CLT,JFK,20820,24735,16
I687,F206-F388,MCO,ATL,20640,60271,39
I688,F324-F388,MCO,ATL,20640,60271,37
I689,F388,JFK,ATL,54772,60271,21
I690,F20-F389,DEN,JFK,53894,76715,37
I691,F22-F389,MIA,JFK,20160,76715,3
I692,F185-F389,MCO,JFK,59451,76715,21
I693,F389,ATL,JFK,71216,76715,87
I694,F390,LAS,DEN,20340,24880,24
I695,F236-F391,DFW,LAS,19860,43316,16
I696,F281-F391,SFO,LAS,20640,43316,34
I697,F301-F391,EWR,LAS,20040,43316,32
I698,F391,DEN,LAS,38776,43316,16
I699,F159-F392,ORD,DEN,20940,81710,51
I700,F392,LAS,DEN,77170,81710,109
I701,F393,DEN,CLT,20280,29946,65
I702,F96-F394,MIA,ORD,33016,50060,33
I703,F394,CLT,ORD,45722,50060,11
I704,F99-F395,SEA,CLT,20220,84929,10
I705,F113-F395,LAS,CLT,64726,84929,78
I706,F129-F395,EWR,CLT,20520,84929,4
I707,F131-F395,EWR,CLT,72924,84929,34
I708,F395,ORD,CLT,80591,84929,2
I709,F396,MIA,JFK,20040,27946,58
I710,F86-F397,DFW,MIA,19800,56136,31
I711,F387-F397,CLT,MIA,20820,56136,59
I712,F397,JFK,MIA,48230,56136,38
I713,F50-F398,ATL,ORD,37793,68274,75
I714,F373-F398,JFK,ORD,20820,68274,32
I715,F398,MIA,ORD,59589,68274,21
I716,F399,SFO,PHX,19920,24627,96
I717,F400,PHX,ORD,45222,55630,31
I718,F32-F401,DEN,DFW,72353,87426,11
I719,F75-F401,CLT,DFW,19860,87426,21
I720,F113-F401,LAS,DFW,64726,87426,34
I721,F145-F401,LAS,DFW,20400,87426,23
I722,F245-F401,ATL,DFW,29580,87426,4
I723,F401,ORD,DFW,81621,87426,3
I724,F402,SEA,LAS,20820,27097,20
I725,F258-F403,DEN,SEA,35242,49612,30
I726,F309-F403,DFW,SEA,20220,49612,36
I727,F403,LAS,SEA,43335,49612,20
I728,F124-F404,LAX,DEN,46452,92490,54
I729,F83-F150-F404,LAS,DEN,20340,92490,11
I730,F404,SEA,DEN,85088,92490,63
I731,F405,ORD,JFK,21000,26341,59
I732,F406,JFK,ORD,39796,45137,95
I733,F145-F407,LAS,JFK,20400,59436,19
I734,F162-F407,MIA,JFK,20640,59436,11
I735,F167-F407,LAS,JFK,20520,59436,25
I736,F196-F407,DEN,JFK,20160,59436,36
I737,F79-F245-F407,EWR,JFK,19980,59436,6
I738,F394-F407,CLT,JFK,45722,59436,15
I739,F407,ORD,JFK,54095,59436,11
I740,F262-F408,DFW,ORD,66603,84923,4
I741,F408,JFK,ORD,79582,84923,156
I742,F409,DFW,EWR,20520,30438,160
I743,F410,EWR,DFW,42546,52464,60
I744,F83-F411,LAS,MIA,20340,88612,12
I745,F89-F411,DEN,MIA,38264,88612,26
I746,F169-F411,EWR,MIA,55191,88612,11
I747,F202-F411,SEA,MIA,61329,88612,43
I748,F197-F293-F411,ORD,MIA,47515,88612,20
I749,F319-F411,ATL,MIA,20460,88612,39
I750,F411,DFW,MIA,80503,88612,9
I751,F412,DEN,PHX,20400,24756,102
I752,F413,PHX,DFW,30405,36673,160
I753,F71-F414,PHX,LAS,20220,70460,5
I754,F105-F414,LAX,LAS,20520,70460,10
I755,F141-F414,LAX,LAS,48012,70460,26
I756,F414,DFW,LAS,62837,70460,119
I757,F415,ATL,DEN,19980,28647,26
I758,F88-F416,DFW,JFK,20040,45747,4
I759,F203-F416,PHX,JFK,20160,45747,8
I760,F415-F416,ATL,JFK,19980,45747,43
I761,F416,DEN,JFK,34007,45747,43
I762,F396-F417,MIA,ATL,20040,57382,40
I763,F417,JFK,ATL,51883,57382,33
I764,F244-F418,MIA,IAH,20700,71243,25
I765,F418,ATL,IAH,66262,71243,103
I766,F419,LAX,SEA,20760,27672,56
I767,F403-F420,LAS,SFO,43335,61986,26
I768,F420,SEA,SFO,57068,61986,134
I769,F421,CLT,DEN,20280,29946,33
I770,F88-F422,DFW,ORD,20040,64126,2
I771,F236-F422,DFW,ORD,19860,64126,7
I772,F241-F422,EWR,ORD,20820,64126,56
I773,F278-F422,LAX,ORD,21000,64126,22
I774,F281-F422,SFO,ORD,20640,64126,14
I775,F422,DEN,ORD,57709,64126,34
I776,F56-F423,SEA,DFW,48550,82853,12
I777,F196-F423,DEN,DFW,20160,82853,14
I778,F79-F245-F423,EWR,DFW,19980,82853,5
I779,F248-F423,IAH,DFW,20340,82853,46
I780,F328-F423,IAH,DFW,36776,82853,71
I781,F423,ORD,DFW,77048,82853,12
I782,F424,IAH,ATL,20520,25501,10
I783,F22-F425,MIA,ORD,20160,32348,2
I784,F425,ATL,ORD,27956,32348,27
I785,F99-F426,SEA,DFW,20220,50137,4
I786,F191-F426,SFO,DFW,19920,50137,38
I787,F426,ORD,DFW,44332,50137,35
I788,F12-F427,LAS,ORD,20880,89037,1
I789,F14-F427,MIA,ORD,69863,89037,64
I790,F71-F427,PHX,ORD,20220,89037,2
I791,F343-F427,CLT,ORD,20280,89037,19
I792,F427,DFW,ORD,83232,89037,10
I793,F428,DEN,SFO,19980,26964,160
I794,F429,SFO,DEN,34013,40997,57
I795,F281-F430,SFO,SEA,20640,57255,8
I796,F354-F430,ATL,SEA,20760,57255,29
I797,F415-F430,ATL,SEA,19980,57255,26
I798,F430,DEN,SEA,49853,57255,97
I799,F419-F431,LAX,DEN,20760,67221,58
I800,F431,SEA,DEN,59819,67221,56
I801,F65-F432,MCO,DFW,38461,89120,3
I802,F203-F432,PHX,DFW,20160,89120,9
I803,F223-F432,ORD,DFW,69151,89120,24
I804,F421-F432,CLT,DFW,20280,89120,58
I805,F432,DEN,DFW,84476,89120,66
I806,F433,MIA,ORD,20400,29085,54
I807,F433-F434,MIA,JFK,20400,39446,61
I808,F434,ORD,JFK,34105,39446,41
I809,F86-F435,DFW,ORD,19800,76070,30
I810,F152-F435,MIA,ORD,47383,76070,26
I811,F206-F435,MCO,ORD,20640,76070,37
I812,F374-F435,MIA,ORD,58755,76070,44
I813,F435,JFK,ORD,70729,76070,12
I814,F436,DEN,ATL,21000,29667,14
I815,F46-F437,MCO,EWR,20940,37457,9
I816,F181-F437,MIA,EWR,20520,37457,62
I817,F437,ATL,EWR,32062,37457,29
I818,F242-F438,DEN,DFW,38559,79963,41
I819,F285-F438,ATL,DFW,46391,79963,11
I820,F438,EWR,DFW,70045,79963,76
I821,F439,LAX,DFW,20400,29323,13
I822,F00-F440,SEA,LAX,20580,57517,1
I823,F238-F440,PHX,LAX,19980,57517,18
I824,F291-F440,LAS,LAX,20460,57517,53
I825,F440,DFW,LAX,48594,57517,50
I826,F93-F441,IAH,SEA,54687,75970,20
I827,F337-F441,ORD,SEA,35931,75970,6
I828,F441,LAX,SEA,69058,75970,134
I829,F442,EWR,MCO,19860,26655,128
I830,F184-F443,ORD,IAH,20880,38388,46
I831,F443,MCO,IAH,32214,38388,53
I832,F334-F444,ATL,ORD,41674,67657,13
I833,F444,IAH,ORD,60952,67657,107
I834,F445,JFK,ORD,20280,25621,8
I835,F75-F446,CLT,JFK,19860,64349,11
I836,F167-F446,LAS,JFK,20520,64349,16
I837,F328-F446,IAH,JFK,36776,64349,31
I838,F400-F446,PHX,JFK,45222,64349,35
I839,F446,ORD,JFK,59008,64349,3
I840,F142-F447,DFW,DEN,60104,91606,4
I841,F387-F447,CLT,DEN,20820,91606,46
I842,F434-F447,ORD,DEN,34105,91606,30
I843,F447,JFK,DEN,79866,91606,16
I844,F448,DEN,CLT,20040,29706,71
I845,F194-F449,PHX,MCO,20760,46617,36
I846,F348-F449,IAH,MCO,19920,46617,49
I847,F449,CLT,MCO,43220,46617,43
I848,F207-F450,JFK,CLT,33158,53430,35
I849,F450,MCO,CLT,50033,53430,93
I850,F194-F451,PHX,DFW,20760,72427,28
I851,F162-F197-F451,MIA,DFW,20640,72427,9
I852,F215-F451,JFK,DFW,20880,72427,18
I853,F451,CLT,DFW,65664,72427,58
I854,F10-F452,DEN,LAX,45234,93117,25
I855,F126-F452,LAS,LAX,20580,93117,5
I856,F238-F452,PHX,LAX,19980,93117,9
I857,F452,DFW,LAX,84194,93117,89
I858,F453,DFW,MIA,20340,28449,112
I859,F454,MIA,DFW,30865,38974,53
I860,F360-F455,SFO,ATL,20520,49411,62
I861,F439-F455,LAX,ATL,20400,49411,66
I862,F455,DFW,ATL,44128,49411,9
I863,F139-F456,ORD,DFW,68950,90555,29
I864,F187-F456,MCO,DFW,76997,90555,50
I865,F220-F456,MCO,DFW,70587,90555,34
I866,F333-F456,IAH,DFW,20640,90555,38
I867,F456,ATL,DFW,85272,90555,9
I868,F457,SFO,ORD,20880,34213,73
I869,F129-F458,EWR,MCO,20520,50983,3
I870,F143-F458,PHX,MCO,20820,50983,15
I871,F145-F458,LAS,MCO,20400,50983,8
I872,F312-F458,LAS,MCO,19800,50983,12
I873,F458,ORD,MCO,43693,50983,82
I874,F459,CLT,DFW,20100,26863,17
I875,F126-F460,LAS,ATL,20580,38708,3
I876,F459-F460,CLT,ATL,20100,38708,78
I877,F460,DFW,ATL,33425,38708,79
I878,F178-F461,EWR,DFW,20520,59073,24
I879,F181-F461,MIA,DFW,20520,59073,34
I880,F218-F461,MCO,DFW,20400,59073,22
I881,F246-F461,ORD,DFW,38101,59073,20
I882,F333-F461,IAH,DFW,20640,59073,24
I883,F461,ATL,DFW,53790,59073,16
I884,F12-F462,LAS,SFO,20880,88115,1
I885,F87-F462,JFK,SFO,63741,88115,31
I886,F126-F462,LAS,SFO,20580,88115,2
I887,F275-F462,LAX,SFO,20400,88115,9
I888,F380-F462,LAX,SFO,20640,88115,30
I889,F462,DFW,SFO,77536,88115,87
I890,F463,EWR,ATL,20100,25495,58
I891,F464,ATL,LAS,33638,46256,38
I892,F266-F465,ORD,DFW,20040,84973,22
I893,F341-F465,ATL,DFW,20400,84973,52
I894,F391-F465,DEN,DFW,38776,84973,14
I895,F465,LAS,DFW,77350,84973,40
I896,F466,DEN,LAX,20760,26992,160
I897,F337-F467,ORD,DEN,35931,66852,4
I898,F346-F467,IAH,DEN,20940,66852,36
I899,F467,LAX,DEN,60620,66852,67
I900,F02-F468,JFK,SFO,20040,87319,1
I901,F230-F468,MIA,SFO,36979,87319,45
I902,F278-F468,LAX,SFO,21000,87319,17
I903,F390-F468,LAS,SFO,20340,87319,56
I904,F415-F468,ATL,SFO,19980,87319,20
I905,F468,DEN,SFO,80335,87319,21
I906,F469,MCO,ORD,19800,27090,53
I907,F75-F470,CLT,MCO,19860,42069,10
I908,F129-F470,EWR,MCO,20520,42069,2
I909,F425-F470,ATL,MCO,27956,42069,44
I910,F445-F470,JFK,MCO,20280,42069,30
I911,F470,ORD,MCO,34779,42069,13
I912,F82-F471,EWR,ORD,55875,73557,61
I913,F190-F471,ATL,ORD,53842,73557,36
I914,F96-F349-F471,MIA,ORD,33016,73557,27
I915,F471,MCO,ORD,66267,73557,3
I916,F138-F472,SFO,PHX,20280,89558,24
I917,F154-F472,LAX,PHX,20160,89558,18
I918,F278-F422-F472,LAX,PHX,21000,89558,19
I919,F435-F472,JFK,PHX,70729,89558,11
I920,F334-F444-F472,ATL,PHX,41674,89558,8
I921,F472,ORD,PHX,79150,89558,48
I922,F473,DEN,ORD,21000,27417,38
I923,F129-F474,EWR,LAS,20520,58783,1
I924,F248-F474,IAH,LAS,20340,58783,29
I925,F425-F474,ATL,LAS,27956,58783,23
I926,F474,ORD,LAS,47844,58783,68
I927,F146-F475,ORD,SFO,41710,92487,11
I928,F19-F237-F475,ATL,SFO,42873,92487,4
I929,F260-F475,DEN,SFO,70962,92487,7
I930,F475,LAS,SFO,89499,92487,138
I931,F476,EWR,IAH,21000,31125,128
I932,F92-F477,JFK,EWR,21000,75643,10
I933,F477,IAH,EWR,65518,75643,118
I934,F478,MCO,ORD,20340,27630,128
I935,F59-F479,SEA,MIA,20160,65685,6
I936,F312-F479,LAS,MIA,19800,65685,21
I937,F328-F479,IAH,MIA,36776,65685,22
I938,F394-F479,CLT,MIA,45722,65685,17
I939,F479,ORD,MIA,57000,65685,62
I940,F40-F480,IAH,CLT,59833,84816,38
I941,F182-F480,ATL,CLT,58087,84816,31
I942,F480,MIA,CLT,80096,84816,31
I943,F481,LAX,DFW,20100,29023,31
I944,F00-F482,SEA,MCO,20580,54269,1
I945,F165-F482,ATL,MCO,20640,54269,25
I946,F322-F482,JFK,MCO,20640,54269,32
I947,F482,DFW,MCO,47150,54269,16
I948,F483,MCO,IAH,57517,63691,128
I949,F484,MCO,PHX,19860,33220,35
I950,F412-F485,DEN,MCO,20400,56455,58
I951,F485,PHX,MCO,43095,56455,102
I952,F132-F486,DEN,EWR,20700,78399,38
I953,F325-F486,JFK,EWR,31366,78399,33
I954,F470-F486,ORD,EWR,34779,78399,12
I955,F165-F482-F486,ATL,EWR,20640,78399,10
I956,F322-F482-F486,JFK,EWR,20640,78399,29
I957,F486,MCO,EWR,71604,78399,38
I958,F487,SEA,LAS,20700,26977,160
I959,F488,LAS,ORD,44574,55513,105
I960,F56-F489,SEA,LAS,48550,91754,5
I961,F99-F489,SEA,LAS,20220,91754,4
I962,F131-F489,EWR,LAS,72924,91754,18
I963,F231-F489,DEN,LAS,70938,91754,43
I964,F79-F247-F489,EWR,LAS,19980,91754,9
I965,F247-F489,ATL,LAS,60548,91754,12
I966,F236-F422-F489,DFW,LAS,19860,91754,5
I967,F445-F489,JFK,LAS,20280,91754,22
I968,F471-F489,MCO,LAS,66267,91754,1
I969,F489,ORD,LAS,80815,91754,41
I970,F490,SEA,ORD,20280,32704,35
I971,F174-F491,JFK,MCO,19860,64836,31
I972,F191-F491,SFO,MCO,19920,64836,27
I973,F312-F491,LAS,MCO,19800,64836,12
I974,F336-F491,JFK,MCO,20340,64836,38
I975,F383-F491,CLT,MCO,21000,64836,31
I976,F491,ORD,MCO,57546,64836,3
I977,F492,ATL,DFW,19800,25083,21
I978,F83-F493,LAS,MIA,20340,57683,8
I979,F105-F493,LAX,MIA,20520,57683,7
I980,F114-F493,SEA,MIA,20340,57683,26
I981,F175-F493,ORD,MIA,40365,57683,4
I982,F238-F493,PHX,MIA,19980,57683,4
I983,F291-F493,LAS,MIA,20460,57683,23
I984,F322-F493,JFK,MIA,20640,57683,47
I985,F493,DFW,MIA,49574,57683,41
I986,F40-F494,IAH,DFW,59833,80999,21
I987,F50-F494,ATL,DFW,37793,80999,29
I988,F494,MIA,DFW,72890,80999,110
I989,F495,SFO,DEN,20520,27504,21
I990,F09-F496,DFW,ATL,20220,40135,21
I991,F203-F496,PHX,ATL,20160,40135,5
I992,F278-F496,LAX,ATL,21000,40135,13
I993,F281-F496,SFO,ATL,20640,40135,8
I994,F496,DEN,ATL,31468,40135,31
I995,F18-F497,DEN,DFW,20940,53489,19
I996,F218-F497,MCO,DFW,20400,53489,21
I997,F272-F497,PHX,DFW,20880,53489,38
I998,F497,ATL,DFW,48206,53489,13
I999,F23-F498,ATL,ORD,39654,85497,3
I1000,F126-F498,LAS,ORD,20580,85497,1
I1001,F165-F498,ATL,ORD,20640,85497,19
I1002,F233-F498,SFO,ORD,39541,85497,35
I1003,F343-F498,CLT,ORD,20280,85497,11
I1004,F380-F498,LAX,ORD,20640,85497,22
I1005,F498,DFW,ORD,79692,85497,5
I1006,F499,SFO,SEA,20160,25078,160
I1007,F500,SEA,LAS,34032,40309,105
I1008,F266-F501,ORD,SEA,20040,52243,10
I1009,F341-F501,ATL,SEA,20400,52243,25
I1010,F501,LAS,SEA,45966,52243,125
I1011,F60-F502,ORD,DFW,41471,81843,30
I1012,F68-F502,SFO,DFW,44641,81843,19
I1013,F124-F502,LAX,DFW,46452,81843,47
I1014,F363-F502,SFO,DFW,20940,81843,48
I1015,F502,SEA,DFW,69837,81843,10
I1016,F503,MCO,ORD,21000,28290,12
I1017,F120-F504,CLT,LAX,20640,52642,4
I1018,F135-F504,PHX,LAX,20820,52642,11
I1019,F143-F504,PHX,LAX,20820,52642,8
I1020,F196-F504,DEN,LAX,20160,52642,10
I1021,F504,ORD,LAX,40033,52642,44
I1022,F213-F505,SEA,ORD,21000,79760,71
I1023,F505,LAX,ORD,67151,79760,25
I1024,F506,LAX,ORD,20520,33129,88
I1025,F138-F507,SFO,LAX,20280,66740,12
I1026,F143-F507,PHX,LAX,20820,66740,4
I1027,F174-F507,JFK,LAX,19860,66740,23
I1028,F196-F507,DEN,LAX,20160,66740,8
I1029,F248-F507,IAH,LAX,20340,66740,18
I1030,F328-F507,IAH,LAX,36776,66740,11
I1031,F507,ORD,LAX,54131,66740,44
I1032,F508,DEN,LAX,20160,26392,56
I1033,F54-F509,SEA,IAH,21000,70387,30
I1034,F204-F509,DEN,IAH,42997,70387,53
I1035,F352-F509,DFW,IAH,46397,70387,2
I1036,F509,LAX,IAH,60420,70387,10
I1037,F92-F510,JFK,LAX,21000,92597,6
I1038,F310-F510,LAS,LAX,46626,92597,7
I1039,F146-F342-F510,ORD,LAX,41710,92597,6
I1040,F510,IAH,LAX,82630,92597,77
I1041,F511,SEA,PHX,20040,28054,49
I1042,F512,PHX,SEA,46744,54758,96
I1043,F68-F513,SFO,DEN,44641,89458,8
I1044,F338-F513,LAX,DEN,71741,89458,17
I1045,F379-F513,LAX,DEN,71925,89458,11
I1046,F513,SEA,DEN,82056,89458,60
I1047,F514,SEA,PHX,20520,28534,46
I1048,F515,PHX,SFO,41247,45954,128
I1049,F232-F516,DFW,SEA,20280,55530,22
I1050,F344-F516,DFW,SEA,34329,55530,3
I1051,F516,SFO,SEA,50612,55530,82
I1052,F150-F517,DFW,SFO,55730,76036,48
I1053,F403-F517,LAS,SFO,43335,76036,16
I1054,F517,SEA,SFO,71118,76036,64
I1055,F518,ORD,CLT,20520,24858,59
I1056,F171-F519,PHX,EWR,20400,64623,53
I1057,F210-F519,DEN,EWR,20040,64623,25
I1058,F519,CLT,EWR,60798,64623,18
I1059,F168-F520,ORD,ATL,42227,90752,3
I1060,F198-F520,DFW,ATL,20580,90752,51
I1061,F520,EWR,ATL,85357,90752,42
I1062,F521,DEN,JFK,20100,31840,35
I1063,F396-F522,MIA,CLT,20040,40960,30
I1064,F522,JFK,CLT,37045,40960,66
I1065,F51-F52-F523,MIA,JFK,46331,77399,28
I1066,F171-F523,PHX,JFK,20400,77399,24
I1067,F194-F523,PHX,JFK,20760,77399,14
I1068,F278-F317-F523,LAX,JFK,21000,77399,13
I1069,F523,CLT,JFK,73484,77399,12
I1070,F524,ATL,MCO,19920,22845,128
I1071,F525,MCO,PHX,44957,58317,128
I1072,F79-F111-F526,EWR,MCO,19980,89592,10
I1073,F111-F526,ATL,MCO,49342,89592,23
I1074,F172-F526,CLT,MCO,47465,89592,54
I1075,F313-F526,ORD,MCO,36280,89592,1
I1076,F526,PHX,MCO,76232,89592,40
I1077,F527,SFO,SEA,20280,25198,128
I1078,F528,SEA,LAX,56875,63787,128
I1079,F440-F529,DFW,SEA,48594,88788,38
I1080,F529,LAX,SEA,81876,88788,90
I1081,F530,DFW,LAX,20040,28963,62
I1082,F204-F531,DEN,SEA,42997,59143,24
I1083,F304-F531,DEN,SEA,20100,59143,59
I1084,F531,LAX,SEA,52231,59143,8
I1085,F531-F532,LAX,DEN,52231,80693,5
I1086,F532,SEA,DEN,73291,80693,91
I1087,F533,PHX,DEN,20880,25236,128
I1088,F107-F534,CLT,PHX,20520,53120,4
I1089,F236-F534,DFW,PHX,19860,53120,5
I1090,F316-F534,LAX,PHX,40350,53120,33
I1091,F421-F534,CLT,PHX,20280,53120,47
I1092,F534,DEN,PHX,48764,53120,39
I1093,F05-F535,DEN,DFW,20940,82482,10
I1094,F484-F535,MCO,DFW,19860,82482,69
I1095,F535,PHX,DFW,76214,82482,49
I1096,F214-F536,LAX,PHX,48245,93374,56
I1097,F264-F536,EWR,PHX,34644,93374,46
I1098,F34-F372-F536,JFK,PHX,36427,93374,10
I1099,F382-F536,SFO,PHX,67378,93374,9
I1100,F502-F536,SEA,PHX,69837,93374,6
I1101,F536,DFW,PHX,87106,93374,1
I1102,F537,MIA,CLT,20520,25240,86
I1103,F538,CLT,DEN,30535,40201,128
I1104,F09-F539,DFW,ATL,20220,51640,12
I1105,F88-F539,DFW,ATL,20040,51640,2
I1106,F107-F539,CLT,ATL,20520,51640,5
I1107,F236-F539,DFW,ATL,19860,51640,5
I1108,F330-F539,DFW,ATL,20160,51640,51
I1109,F539,DEN,ATL,42973,51640,53
I1110,F01-F540,DFW,JFK,51004,74509,25
I1111,F185-F540,MCO,JFK,59451,74509,16
I1112,F284-F540,IAH,JFK,20880,74509,27
I1113,F540,ATL,JFK,69010,74509,60
I1114,F216-F541,CLT,IAH,60760,92898,34
I1115,F256-F541,MCO,IAH,61514,92898,19
I1116,F326-F541,MCO,IAH,60332,92898,41
I1117,F185-F389-F541,MCO,IAH,59451,92898,12
I1118,F523-F541,CLT,IAH,73484,92898,5
I1119,F541,JFK,IAH,82652,92898,17
I1120,F542,IAH,ATL,19860,24841,37
I1121,F181-F543,MIA,LAS,20520,48865,21
I1122,F436-F543,DEN,LAS,21000,48865,59
I1123,F463-F543,EWR,LAS,20100,48865,45
I1124,F543,ATL,LAS,36247,48865,22
I1125,F37-F544,ORD,ATL,42820,89674,24
I1126,F146-F544,ORD,ATL,41710,89674,5
I1127,F237-F544,DEN,ATL,59785,89674,13
I1128,F331-F544,DEN,ATL,52505,89674,48
I1129,F474-F544,ORD,ATL,47844,89674,39
I1130,F544,LAS,ATL,77056,89674,31
I1131,F545,LAX,SEA,20280,27192,96
I1132,F546,SEA,LAX,33508,40420,58
I1133,F54-F547,SEA,DEN,21000,64164,24
I1134,F140-F547,SEA,DEN,20100,64164,8
I1135,F546-F547,SEA,DEN,33508,64164,38
I1136,F547,LAX,DEN,57932,64164,26
I1137,F548,MIA,DFW,20880,28989,76
I1138,F149-F549,ORD,ATL,20880,56297,21
I1139,F261-F549,JFK,ATL,20940,56297,15
I1140,F549,DFW,ATL,51014,56297,36
I1141,F20-F550,DEN,DFW,53894,77005,28
I1142,F181-F550,MIA,DFW,20520,77005,15
I1143,F284-F550,IAH,DFW,20880,77005,19
I1144,F388-F550,JFK,DFW,54772,77005,25
I1145,F550,ATL,DFW,71722,77005,41
I1146,F02-F10-F551,JFK,LAS,20040,92718,11
I1147,F29-F551,SFO,LAS,32116,92718,1
I1148,F71-F551,PHX,LAS,20220,92718,2
I1149,F114-F551,SEA,LAS,20340,92718,25
I1150,F205-F551,LAX,LAS,54758,92718,30
I1151,F261-F551,JFK,LAS,20940,92718,13
I1152,F05-F308-F551,DEN,LAS,20940,92718,9
I1153,F343-F551,CLT,LAS,20280,92718,8
I1154,F272-F372-F551,PHX,LAS,20880,92718,19
I1155,F34-F219-F385-F551,JFK,LAS,36427,92718,8
I1156,F551,DFW,LAS,85095,92718,2
I1157,F552,MIA,DEN,19860,32226,102
I1158,F390-F553,LAS,DFW,20340,42822,22
I1159,F553,DEN,DFW,38178,42822,51
I1160,F126-F554,LAS,PHX,20580,51363,1
I1161,F275-F554,LAX,PHX,20400,51363,2
I1162,F454-F554,MIA,PHX,30865,51363,65
I1163,F553-F554,DEN,PHX,38178,51363,45
I1164,F554,DFW,PHX,45095,51363,30
I1165,F111-F555,ATL,DFW,49342,72786,11
I1166,F172-F555,CLT,DFW,47465,72786,26
I1167,F188-F555,SFO,DFW,20340,72786,36
I1168,F225-F555,SFO,DFW,20160,72786,77
I1169,F555,PHX,DFW,66518,72786,10
I1170,F23-F556,ATL,PHX,39654,86951,2
