index,Tail,Flight,Crew,From,To,RDT,RAT,Flight_time,Cruise_time,Distance,Capacity,Pax,Timestring,Delay
207,T28,F207,C39,ORD,PHX,71606.00000239961,82013.99999761446,10407.99999521485,8607.999990954966,2313,120,96,19:53 -> 22:46,
208,T29,F208,C51,LAX,SFO,19800.0,22243.0,2443.0,642.9999997727085,543,120,96,05:30 -> 06:10,
209,T29,F209,C51,SFO,PHX,24937.0,29644.0,4707.0,2907.000000186716,1046,120,96,06:55 -> 08:14,
210,T29,F210,C51,PHX,CLT,31858.000003576053,44673.999996449216,12815.999992873163,11015.999986962524,2848,120,96,08:50 -> 12:24,
211,T29,F211,C51,CLT,DEN,46528.00000206568,56193.99999794914,9665.99999588346,7865.99990362918,2148,120,96,12:55 -> 15:36,
212,T29,F212,C52,DEN,CLT,58010.0000020708,67675.99999795468,9665.999995883882,7866.000105924415,2148,120,96,16:06 -> 18:47,
213,T29,F213,C52,CLT,DEN,69715.00000206598,79380.9999979489,9665.999995882914,7866.000101311686,2148,120,96,19:21 -> 22:03,
214,T29,F214,C48,DEN,CLT,81990.00000307843,91656.00000002507,9665.999996946644,7866.00001350525,2148,120,96,22:46 -> 01:27 (+1),
215,T30,F215,C53,PHX,ATL,19980.0,31450.0,11470.0,9669.999994319343,2549,120,96,05:33 -> 08:44,
216,T30,F216,C53,ATL,DEN,34381.0,43048.0,8667.0,6866.999994796976,1926,120,96,09:33 -> 11:57,
217,T30,F217,C53,DEN,SFO,45169.00000117149,52152.99999884336,6983.9999976718755,5184.000049660581,1552,120,96,12:32 -> 14:29,
218,T30,F218,C53,SFO,PHX,54159.000000549306,58865.99999946505,4706.999998915744,2906.9999988515974,1046,120,96,15:02 -> 16:21,
219,T30,F219,C54,PHX,SFO,60828.000000484084,65534.999999531035,4706.999999046951,2906.999997895941,1046,120,96,16:53 -> 18:12,
220,T30,F220,C54,SFO,PHX,68430.00000049731,73136.9999994483,4706.9999989509815,2906.9999979237323,1046,120,96,19:00 -> 20:18,
221,T30,F221,C42,PHX,CLT,75363.00000539767,88179.00000002499,12815.999994627316,11015.999988548216,2848,120,96,20:56 -> 00:29 (+1),
222,T31,F222,C55,PHX,LAX,20100.0,22773.0,2673.0,872.9999996421674,594,120,96,05:35 -> 06:19,
223,T31,F223,C55,LAX,PHX,24918.0,27591.0,2673.0,872.9999996440947,594,120,96,06:55 -> 07:39,
224,T31,F224,C55,PHX,LAX,29874.0,32547.0,2673.0,872.9999994540655,594,120,96,08:17 -> 09:02,
225,T31,F225,C55,LAX,DFW,34408.0,43331.0,8923.0,7122.999997544871,1983,120,96,09:33 -> 12:02,
226,T31,F226,C55,DFW,ORD,46130.0,51935.0,5805.0,4004.9999992048133,1290,120,96,12:48 -> 14:25,
227,T31,F227,C55,ORD,LAX,54113.0000034874,66721.99999626787,12608.999992780467,10808.999987387493,2802,120,96,15:01 -> 18:32,
228,T31,F228,C56,LAX,PHX,69319.00000008762,71991.99999992904,2672.999999841428,872.9999996759898,594,120,96,19:15 -> 19:59,
229,T31,F229,C53,PHX,LAX,74534.0000000905,77206.99999990438,2672.999999813881,872.9999999408479,594,120,96,20:42 -> 21:26,
230,T31,F230,C44,LAX,PHX,79199.00000008736,81871.9999999293,2672.9999998419516,872.9999995086123,594,120,96,21:59 -> 22:44,
231,T32,F231,C57,PHX,ORD,20400.000002069846,30807.999997736093,10407.999995666247,8607.999987986326,2313,120,96,05:40 -> 08:33,
232,T32,F232,C57,ORD,PHX,32900.000002397086,43307.999997616986,10407.9999952199,8607.99999095336,2313,120,96,09:08 -> 12:01,
233,T32,F233,C57,PHX,LAS,45325.000000040396,47170.000000039974,1844.999999999578,44.99999935749089,410,120,96,12:35 -> 13:06,
234,T32,F234,C57,LAS,SFO,49967.000000148495,52954.99999986778,2987.9999997192863,1187.9999991107318,664,120,96,13:52 -> 14:42,
235,T32,F235,C57,SFO,ORD,55595.00000386497,68927.99999614597,13332.999992281002,11532.999986023873,2963,120,96,15:26 -> 19:08,
236,T32,F236,C46,ORD,DFW,71874.00000083231,77678.99999917761,5804.999998345302,4005.0000036572565,1290,120,96,19:57 -> 21:34,
237,T32,F237,C23,DFW,DEN,79900.00000053404,84543.99999948114,4643.999998947096,2843.9999744168967,1032,120,96,22:11 -> 23:29,
238,T32,F238,C23,DEN,LAS,86657.00000076643,91197.00000002759,4539.999999261156,2739.9999981947126,1009,120,96,00:04 (+1) -> 01:19 (+1),
239,T33,F239,C58,DFW,ORD,20700.0,26505.0,5805.0,4004.999996240132,1290,120,96,05:45 -> 07:21,
240,T33,F240,C58,ORD,DFW,28424.0,34229.0,5805.0,4004.999998463922,1290,120,96,07:53 -> 09:30,
241,T33,F241,C58,DFW,LAX,36795.0,45718.0,8923.0,7122.999997544871,1983,120,96,10:13 -> 12:41,
242,T33,F242,C58,LAX,DFW,47932.000001789325,56854.99999822052,8922.999996431194,7123.0000002076595,1983,120,96,13:18 -> 15:47,
243,T33,F243,C59,DFW,DEN,59049.00000053472,63692.99999948047,4643.99999894575,2843.999997485499,1032,120,96,16:24 -> 17:41,
244,T33,F244,C51,DEN,ATL,66001.0000017071,74667.99999830422,8666.999996597122,6867.000070929629,1926,120,96,18:20 -> 20:44,
245,T33,F245,C34,ATL,DEN,77592.00000170553,86258.99999830937,8666.999996603845,6867.000027631865,1926,120,96,21:33 -> 23:57,
246,T34,F246,C60,ORD,SFO,20880.0,34213.0,13333.0,11532.999992780222,2963,120,96,05:48 -> 09:30,
247,T34,F247,C60,SFO,ORD,36348.00000393068,49680.999995805105,13332.999991874422,11532.99998589346,2963,120,96,10:05 -> 13:48,
248,T34,F248,C60,ORD,SFO,51650.00000388242,64982.99999613231,13332.99999224989,11532.999985983719,2963,120,96,14:20 -> 18:03,
249,T34,F249,C61,SFO,LAX,67958.00000005034,70400.99999996726,2442.999999916923,642.9999995865163,543,120,96,18:52 -> 19:33,
250,T34,F250,C55,LAX,PHX,72509.00000008754,75181.9999999291,2672.9999998415587,872.9999991051938,594,120,96,20:08 -> 20:53,
251,T34,F251,C54,PHX,DEN,77406.0000004626,81761.99999955266,4355.999999090054,2555.999999000829,968,120,96,21:30 -> 22:42,
252,T35,F252,C62,ORD,LAX,20640.0,33249.0,12609.0,10808.999990479491,2802,120,96,05:44 -> 09:14,
253,T35,F253,C62,LAX,PHX,36134.0,38807.0,2673.0,872.9999994947284,594,120,96,10:02 -> 10:46,
254,T35,F254,C62,PHX,ORD,40706.0,51114.0,10408.0,8607.99999511152,2313,120,96,11:18 -> 14:11,
255,T35,F255,C62,ORD,PHX,53419.00000239945,63826.999997614614,10407.999995215163,8607.999990954471,2313,120,96,14:50 -> 17:43,
256,T35,F256,C63,PHX,LAX,65923.00000008718,68595.99999992816,2672.9999998409767,872.9999999417208,594,120,96,18:18 -> 19:03,
257,T35,F257,C63,LAX,ORD,71202.00000344249,83810.99999656844,12608.999993125952,10808.999987383706,2802,120,96,19:46 -> 23:16,
258,T35,F258,C33,ORD,CLT,86193.0000006919,90531.00000002582,4337.999999333915,2537.99999760567,964,120,96,23:56 -> 01:08 (+1),
259,T36,F259,C64,SFO,DFW,19860.0,30439.0,10579.0,8778.999993232974,2351,120,96,05:31 -> 08:27,
260,T36,F260,C64,DFW,SFO,32681.000002502587,43259.99999730285,10578.999994800266,8778.999990697175,2351,120,96,09:04 -> 12:00,
261,T36,F261,C64,SFO,DFW,45157.00000246841,55735.99999754144,10578.999995073027,8778.99999070192,2351,120,96,12:32 -> 15:28,
262,T36,F262,C65,DFW,LAX,58520.0000017926,67442.99999822053,8922.999996427934,7122.999949440762,1983,120,96,16:15 -> 18:44,
263,T36,F263,C65,LAX,DFW,70075.00000179422,78997.99999821562,8922.999996421393,7122.999921964904,1983,120,96,19:27 -> 21:56,
264,T36,F264,C32,DFW,ATL,81585.00000103506,86868.0000000111,5282.99999897604,3482.9999886755368,1174,120,96,22:39 -> 00:07 (+1),
265,T37,F265,C66,SFO,DFW,20460.0,31039.0,10579.0,8778.999993007685,2351,120,96,05:41 -> 08:37,
266,T37,F266,C66,DFW,SFO,33112.00000247596,43690.99999753879,10578.999995062833,8778.999990705,2351,120,96,09:11 -> 12:08,
267,T37,F267,C66,SFO,LAX,46291.000000046864,48733.99999997121,2442.9999999243446,642.9999997231585,543,120,96,12:51 -> 13:32,
268,T37,F268,C66,LAX,SFO,51375.00000004765,53817.99999997353,2442.99999992588,642.9999997244323,543,120,96,14:16 -> 14:56,
269,T37,F269,C66,SFO,LAS,56484.00000015281,59471.9999998798,2987.9999997269915,1187.9999987381907,664,120,96,15:41 -> 16:31,
270,T37,F270,C67,LAS,ATL,62239.00000345428,74856.999996557,12617.99999310272,10817.999987369614,2804,120,96,17:17 -> 20:47,
271,T37,F271,C37,ATL,JFK,77689.0000007573,83187.99999926699,5498.999998509695,3698.9999602681346,1222,120,96,21:34 -> 23:06,
272,T37,F272,C49,JFK,ATL,85350.0000009707,90849.00000001112,5498.999999040418,3699.000031452133,1222,120,96,23:42 -> 01:14 (+1),
273,T38,F273,C68,DFW,JFK,20280.0,30333.0,10053.0,8253.000461231915,2234,120,96,05:38 -> 08:25,
274,T38,F274,C68,JFK,DFW,32519.0,42572.0,10053.0,8252.999986437262,2234,120,96,09:01 -> 11:49,
275,T38,F275,C68,DFW,CLT,44566.0,51329.0,6763.0,4962.99999791571,1503,120,96,12:22 -> 14:15,
276,T38,F276,C68,CLT,ORD,54039.000000457134,58376.99999955406,4337.999999096923,2538.000000933713,964,120,96,15:00 -> 16:12,
277,T38,F277,C69,ORD,DFW,60465.00000083269,66269.99999917722,5804.9999983445305,4004.999996523657,1290,120,96,16:47 -> 18:24,
278,T38,F278,C58,DFW,LAX,68822.00000179156,77744.99999822157,8922.999996430008,7122.999965559071,1983,120,96,19:07 -> 21:35,
279,T38,F279,C53,LAX,DFW,79761.00000264276,88684.00000000956,8922.999997366802,7122.999988186942,1983,120,96,22:09 -> 00:38 (+1),
280,T39,F280,C70,SFO,ORD,20160.0,33493.0,13333.0,11532.999988695432,2963,120,96,05:36 -> 09:18,
281,T39,F281,C70,ORD,DFW,36177.00000073129,41981.99999927863,5804.9999985473405,4004.9999968891107,1290,120,96,10:02 -> 11:39,
282,T39,F282,C70,DFW,ORD,44177.000000731765,49981.99999927932,5804.9999985475515,4004.9999969162523,1290,120,96,12:16 -> 13:53,
283,T39,F283,C70,ORD,DEN,52809.00000100511,59225.99999900987,6416.999998004765,4616.999998696874,1426,120,96,14:40 -> 16:27,
284,T39,F284,C71,DEN,ATL,61701.00000170681,70367.99999830451,8666.999996597704,6867.000060051896,1926,120,96,17:08 -> 19:32,
285,T39,F285,C71,ATL,PHX,73118.00000287127,84587.99999714279,11469.999994271522,9669.999989341528,2549,120,96,20:18 -> 23:29,
