Itinerary,Flight_legs,From,To,SDT,SAT,Pax
I597,F335,DFW,ATL,50401,55684,27
I598,F274-F336,LAS,DFW,20760,64620,31
I599,F298-F336,DEN,DFW,20880,64620,63
I600,F336,ATL,DFW,59337,64620,34
I601,F100-F337,PHX,LAX,42804,76178,19
I602,F337,DFW,LAX,67255,76178,109
I603,F338,ORD,JFK,20520,25861,52
I604,F339,JFK,ORD,29930,35271,65
I605,F33-F340,ATL,JFK,20640,63224,3
I606,F75-F340,ATL,JFK,33747,63224,48
I607,F158-F340,LAS,JFK,19800,63224,7
I608,F174-F340,LAX,JFK,19800,63224,33
I609,F340,ORD,JFK,57883,63224,3
I610,F154-F341,DEN,CLT,54649,82913,36
I611,F340-F341,ORD,CLT,57883,82913,2
I612,F341,JFK,CLT,78998,82913,58
I613,F342,ORD,LAX,20760,33369,128
I614,F343,LAX,DFW,51805,60728,89
I615,F69-F344,ATL,LAX,20100,71904,17
I616,F103-F344,LAS,LAX,20580,71904,18
I617,F270-F344,LAS,LAX,20160,71904,38
I618,F344,DFW,LAX,62981,71904,55
I619,F345,PHX,ATL,20880,32350,160
I620,F142-F346,DEN,PHX,20520,61318,25
I621,F156-F346,LAS,PHX,20160,61318,14
I622,F236-F346,LAS,PHX,20160,61318,39
I623,F262-F346,JFK,PHX,34202,61318,16
I624,F346,ATL,PHX,49848,61318,66
I625,F347,ORD,DFW,20100,25905,96
I626,F54-F348,DEN,LAX,20040,45216,5
I627,F96-F348,CLT,LAX,19860,45216,1
I628,F306-F348,LAS,LAX,20940,45216,78
I629,F348,DFW,LAX,36293,45216,12
I630,F349,LAX,DFW,57740,66663,96
I631,F350,ATL,DFW,20160,25443,49
I632,F149-F351,LAX,PHX,19800,42580,12
I633,F350-F351,ATL,PHX,20160,42580,64
I634,F351,DFW,PHX,36312,42580,78
I635,F162-F352,CLT,DFW,48701,76516,41
I636,F352,PHX,DFW,70248,76516,119
I637,F353,LAX,ORD,19800,32409,160
I638,F78-F354,ATL,LAX,29645,61700,9
I639,F139-F354,CLT,LAX,19920,61700,9
I640,F354,ORD,LAX,49091,61700,142
I641,F127-F271-F355,CLT,DEN,20040,79801,16
I642,F355,LAX,DEN,73569,79801,144
I643,F356,CLT,JFK,20280,24195,160
I644,F58-F357,ATL,CLT,20760,60426,18
I645,F233-F357,DFW,CLT,20880,60426,11
I646,F261-F357,ORD,CLT,20940,60426,37
I647,F357,JFK,CLT,56511,60426,94
I648,F140-F358,ORD,JFK,58219,75286,3
I649,F19-F150-F358,LAX,JFK,20700,75286,7
I650,F358,CLT,JFK,71371,75286,150
I651,F13-F359,ORD,CLT,19860,86185,3
I652,F58-F359,ATL,CLT,20760,86185,17
I653,F338-F359,ORD,CLT,20520,86185,44
I654,F359,JFK,CLT,82270,86185,96
I655,F360,ATL,JFK,19860,25359,96
I656,F208-F361,CLT,ATL,20280,43859,16
I657,F361,JFK,ATL,38360,43859,20
I658,F106-F362,DFW,ORD,20460,62715,11
I659,F114-F362,LAS,ORD,20760,62715,7
I660,F335-F362,DFW,ORD,50401,62715,22
I661,F361-F362,JFK,ORD,38360,62715,25
I662,F362,ATL,ORD,58323,62715,22
I663,F06-F363,ATL,DEN,19920,92095,3
I664,F64-F363,ATL,DEN,59489,92095,15
I665,F70-F363,DFW,DEN,38560,92095,7
I666,F139-F363,CLT,DEN,19920,92095,7
I667,F146-F363,LAX,DEN,20580,92095,17
I668,F197-F363,PHX,DEN,41527,92095,20
I669,F91-F207-F363,JFK,DEN,65845,92095,18
I670,F363,ORD,DEN,85678,92095,9
I671,F364,SFO,ORD,19980,33313,96
I672,F41-F365,LAX,ATL,20040,59170,4
I673,F70-F365,DFW,ATL,38560,59170,4
I674,F137-F365,CLT,ATL,48548,59170,35
I675,F171-F365,CLT,ATL,20820,59170,13
I676,F300-F365,SFO,ATL,19800,59170,22
I677,F365,ORD,ATL,54778,59170,7
I678,F74-F366,JFK,LAS,19980,90205,7
I679,F87-F366,DFW,LAS,67255,90205,32
I680,F106-F366,DFW,LAS,20460,90205,7
I681,F191-F206-F366,LAX,LAS,20760,90205,27
I682,F262-F366,JFK,LAS,34202,90205,10
I683,F47-F335-F366,SFO,LAS,20460,90205,5
I684,F366,ATL,LAS,77587,90205,8
I685,F367,SFO,PHX,20340,25047,79
I686,F368,PHX,ATL,41027,52497,128
I687,F01-F369,PHX,DEN,40215,75443,27
I688,F27-F369,LAS,DEN,44127,75443,34
I689,F63-F369,LAS,DEN,20940,75443,6
I690,F41-F71-F369,LAX,DEN,20040,75443,16
I691,F186-F369,LAS,DEN,30700,75443,32
I692,F369,ATL,DEN,66776,75443,13
I693,F370,DFW,DEN,20160,24804,128
I694,F371,DEN,JFK,55154,66894,128
I695,F372,PHX,SFO,20520,25227,160
I696,F122-F373,DEN,ORD,32891,58618,22
I697,F246-F373,LAS,ORD,31848,58618,41
I698,F373,SFO,ORD,45285,58618,97
I699,F70-F374,DFW,ATL,38560,80884,3
I700,F29-F197-F374,CLT,ATL,20880,80884,7
I701,F197-F374,PHX,ATL,41527,80884,11
I702,F247-F374,SFO,ATL,54518,80884,23
I703,F256-F374,DEN,ATL,50380,80884,52
I704,F304-F374,PHX,ATL,55026,80884,41
I705,F374,ORD,ATL,76492,80884,23
I706,F375,CLT,PHX,19980,32796,160
I707,F00-F376,SFO,ORD,19860,72409,27
I708,F99-F376,SFO,ORD,21000,72409,8
I709,F240-F376,DEN,ORD,20400,72409,70
I710,F376,PHX,ORD,62001,72409,55
I711,F72-F377,ATL,DEN,64983,87191,6
I712,F137-F377,CLT,DEN,48548,87191,17
I713,F146-F377,LAX,DEN,20580,87191,13
I714,F158-F377,LAS,DEN,19800,87191,6
I715,F171-F377,CLT,DEN,20820,87191,7
I716,F174-F377,LAX,DEN,19800,87191,17
I717,F199-F377,SFO,DEN,20160,87191,26
I718,F224-F377,ATL,DEN,20220,87191,63
I719,F377,ORD,DEN,80774,87191,5
I720,F378,SFO,ORD,20280,33613,160
I721,F171-F379,CLT,LAS,20820,61344,6
I722,F174-F379,LAX,LAS,19800,61344,14
I723,F205-F379,SFO,LAS,20700,61344,59
I724,F379,ORD,LAS,50405,61344,81
I725,F17-F380,SFO,DFW,45179,87764,11
I726,F152-F380,SFO,DFW,19860,87764,37
I727,F179-F380,SFO,DFW,19920,87764,46
I728,F33-F277-F380,ATL,DFW,20640,87764,1
I729,F282-F380,ATL,DFW,19980,87764,46
I730,F380,LAS,DFW,80141,87764,19
I731,F381,CLT,JFK,20340,24255,39
I732,F382,JFK,CLT,26300,30215,96
I733,F44-F383,DEN,JFK,19980,39051,30
I734,F383,CLT,JFK,35136,39051,16
I735,F51-F384,CLT,ATL,27345,55131,17
I736,F384,JFK,ATL,49632,55131,45
I737,F63-F385,LAS,ORD,20940,69483,4
I738,F142-F385,DEN,ORD,20520,69483,9
I739,F318-F385,JFK,ORD,20280,69483,37
I740,F335-F385,DFW,ORD,50401,69483,17
I741,F361-F385,JFK,ORD,38360,69483,10
I742,F385,ATL,ORD,65091,69483,19
I743,F386,SFO,PHX,20160,24867,160
I744,F168-F387,SFO,DFW,20940,44633,49
I745,F367-F387,SFO,DFW,20340,44633,49
I746,F387,PHX,DFW,38365,44633,38
I747,F37-F388,DEN,ATL,20100,61824,2
I748,F149-F388,LAX,ATL,19800,61824,12
I749,F302-F388,CLT,ATL,19920,61824,17
I750,F387-F388,PHX,ATL,38365,61824,24
I751,F388,DFW,ATL,56541,61824,105
I752,F142-F389,DEN,DFW,20520,79884,7
I753,F186-F389,LAS,DFW,30700,79884,23
I754,F206-F389,ORD,DFW,41449,79884,4
I755,F211-F389,PHX,DFW,20520,79884,15
I756,F213-F389,DEN,DFW,58089,79884,13
I757,F298-F389,DEN,DFW,20880,79884,26
I758,F324-F389,PHX,DFW,20280,79884,47
I759,F389,ATL,DFW,74601,79884,25
I760,F390,ATL,DEN,19800,28467,96
I761,F391,DEN,ATL,32621,41288,96
I762,F63-F392,LAS,ORD,20940,55986,2
I763,F106-F392,DFW,ORD,20460,55986,3
I764,F202-F392,LAS,ORD,21000,55986,29
I765,F298-F392,DEN,ORD,20880,55986,10
I766,F392,ATL,ORD,51594,55986,32
I767,F158-F393,LAS,DFW,19800,71173,3
I768,F300-F393,SFO,DFW,19800,71173,27
I769,F339-F393,JFK,DFW,29930,71173,31
I770,F362-F393,ATL,DFW,58323,71173,9
I771,F202-F392-F393,LAS,DFW,21000,71173,15
I772,F298-F392-F393,DEN,DFW,20880,71173,5
I773,F393,ORD,DFW,65368,71173,6
I774,F02-F394,ATL,ORD,73436,89944,46
I775,F10-F394,LAS,ORD,20700,89944,5
I776,F86-F394,LAS,ORD,43461,89944,7
I777,F98-F394,LAS,ORD,71900,89944,34
I778,F394,DFW,ORD,84139,89944,4
I779,F395,LAX,ORD,20400,33009,94
I780,F06-F396,ATL,LAX,19920,64889,1
I781,F171-F396,CLT,LAX,20820,64889,3
I782,F237-F396,ATL,LAX,36918,64889,19
I783,F300-F396,SFO,LAX,19800,64889,14
I784,F396,ORD,LAX,52280,64889,123
I785,F397,LAS,DEN,20340,24880,80
I786,F398,DEN,ATL,50781,59448,128
I787,F399,ATL,PHX,20160,31630,160
I788,F165-F400,SFO,ATL,38074,71811,41
I789,F400,PHX,ATL,60341,71811,119
I790,F401,PHX,ATL,20940,32410,48
I791,F114-F402,LAS,DEN,20760,71796,7
I792,F318-F402,JFK,DEN,20280,71796,21
I793,F300-F365-F402,SFO,DEN,19800,71796,11
I794,F384-F402,JFK,DEN,49632,71796,34
I795,F401-F402,PHX,DEN,20940,71796,53
I796,F402,ATL,DEN,63129,71796,2
I797,F403,ORD,JFK,20340,25681,96
I798,F58-F404,ATL,DEN,20760,65216,9
I799,F383-F404,CLT,DEN,35136,65216,29
I800,F404,JFK,DEN,53476,65216,58
I801,F07-F405,ORD,JFK,54321,91840,25
I802,F143-F405,ATL,JFK,57140,91840,19
I803,F218-F405,ATL,JFK,19860,91840,46
I804,F405,DEN,JFK,80100,91840,6
I805,F406,DEN,ATL,20280,28947,96
I806,F183-F407,DEN,PHX,40443,70625,16
I807,F285-F407,ORD,PHX,19980,70625,61
I808,F208-F361-F407,CLT,PHX,20280,70625,15
I809,F407,ATL,PHX,59155,70625,4
I810,F408,LAX,ORD,19920,32529,96
I811,F139-F409,CLT,ATL,19920,53811,4
I812,F171-F409,CLT,ATL,20820,53811,2
I813,F395-F409,LAX,ATL,20400,53811,66
I814,F409,ORD,ATL,49419,53811,24
I815,F11-F410,DFW,LAS,54287,81660,20
I816,F328-F410,DFW,LAS,59826,81660,38
I817,F37-F335-F410,DEN,LAS,20100,81660,2
I818,F410,ATL,LAS,69042,81660,36
I819,F411,LAS,SFO,20760,23748,160
I820,F124-F412,LAS,ORD,20820,41510,30
I821,F412,SFO,ORD,28177,41510,130
I822,F75-F413,ATL,LAX,33747,69851,39
I823,F130-F413,ATL,LAX,20820,69851,57
I824,F221-F413,SFO,LAX,19800,69851,18
I825,F276-F413,PHX,LAX,20640,69851,29
I826,F413,ORD,LAX,57242,69851,3
I827,F414,PHX,DEN,20460,24816,128
I828,F22-F415,DFW,LAX,19860,49472,5
I829,F415,DEN,LAX,43240,49472,123
I830,F221-F413-F416,SFO,DFW,19800,84282,14
I831,F416,LAX,DFW,75359,84282,114
I832,F417,ATL,DFW,20340,25623,160
I833,F37-F418,DEN,ATL,20100,54807,2
I834,F332-F418,SFO,ATL,20580,54807,38
I835,F334-F418,SFO,ATL,20160,54807,41
I836,F418,DFW,ATL,49524,54807,79
I837,F63-F419,LAS,DFW,20940,63964,1
I838,F419,ATL,DFW,58681,63964,159
I839,F10-F420,LAS,JFK,20700,76969,2
I840,F37-F420,DEN,JFK,20100,76969,1
I841,F272-F420,CLT,JFK,20580,76969,52
I842,F343-F420,LAX,JFK,51805,76969,39
I843,F350-F420,ATL,JFK,20160,76969,47
I844,F420,DFW,JFK,66916,76969,19
I845,F13-F421,ORD,CLT,19860,87817,2
I846,F58-F421,ATL,CLT,20760,87817,6
I847,F219-F421,DEN,CLT,62932,87817,12
I848,F156-F263-F421,LAS,CLT,20160,87817,22
I849,F421,JFK,CLT,83902,87817,118
I850,F422,ATL,DFW,20940,26223,96
I851,F84-F423,PHX,ATL,19920,63490,5
I852,F86-F423,LAS,ATL,43461,63490,3
I853,F302-F423,CLT,ATL,19920,63490,7
I854,F327-F423,SFO,ATL,20220,63490,56
I855,F332-F423,SFO,ATL,20580,63490,19
I856,F423,DFW,ATL,58207,63490,6
I857,F424,ATL,DFW,20880,26163,128
I858,F270-F425,LAS,ATL,20160,64135,24
I859,F334-F425,SFO,ATL,20160,64135,40
I860,F425,DFW,ATL,58852,64135,64
I861,F79-F426,ORD,LAS,50035,82777,8
I862,F211-F426,PHX,LAS,20520,82777,6
I863,F208-F361-F426,CLT,LAS,20280,82777,10
I864,F401-F426,PHX,LAS,20940,82777,27
I865,F426,ATL,LAS,70159,82777,77
I866,F427,ATL,ORD,20940,25332,96
I867,F428,ORD,ATL,30361,34753,96
I868,F117-F429,LAS,JFK,19920,58400,34
I869,F156-F429,LAS,JFK,20160,58400,9
I870,F429,ATL,JFK,52901,58400,53
I871,F13-F430,ORD,ATL,19860,69916,1
I872,F90-F430,DEN,ATL,49140,69916,30
I873,F261-F430,ORD,ATL,20940,69916,24
I874,F430,JFK,ATL,64417,69916,41
I875,F46-F431,DEN,DFW,66837,83683,35
I876,F83-F431,LAS,DFW,59869,83683,33
I877,F117-F431,LAS,DFW,19920,83683,25
I878,F431,ATL,DFW,78400,83683,3
I879,F432,PHX,SFO,20580,25287,160
I880,F268-F433,ORD,PHX,20280,44708,72
I881,F288-F433,ORD,PHX,20700,44708,37
I882,F433,SFO,PHX,40001,44708,51
I883,F240-F434,DEN,SFO,20400,56339,27
I884,F434,PHX,SFO,51632,56339,133
I885,F124-F435,LAS,PHX,20820,80706,14
I886,F246-F435,LAS,PHX,31848,80706,31
I887,F290-F435,DEN,PHX,20460,80706,42
I888,F435,SFO,PHX,75999,80706,73
I889,F436,DFW,DEN,20280,24924,160
I890,F121-F437,CLT,SFO,21000,45695,17
I891,F397-F437,LAS,SFO,20340,45695,48
I892,F437,DEN,SFO,38711,45695,95
I893,F169-F438,PHX,DEN,50828,76143,49
I894,F438,SFO,DEN,69159,76143,111
I895,F439,DEN,JFK,20280,32020,160
I896,F66-F440,CLT,DEN,20460,64922,19
I897,F208-F440,CLT,DEN,20280,64922,30
I898,F261-F440,ORD,DEN,20940,64922,8
I899,F383-F440,CLT,DEN,35136,64922,13
I900,F440,JFK,DEN,53182,64922,83
I901,F441,ORD,PHX,20640,31048,96
I902,F00-F442,SFO,ORD,19860,57388,14
I903,F149-F351-F442,LAX,ORD,19800,57388,6
I904,F442,PHX,ORD,46980,57388,76
I905,F443,CLT,DFW,20040,26803,160
I906,F10-F444,LAS,CLT,20700,65467,1
I907,F19-F444,LAX,CLT,20700,65467,6
I908,F225-F444,ORD,CLT,38997,65467,13
I909,F228-F444,LAS,CLT,42967,65467,50
I910,F306-F444,LAS,CLT,20940,65467,38
I911,F444,DFW,CLT,58704,65467,52
I912,F445,ATL,JFK,20820,26319,112
I913,F13-F446,ORD,DEN,19860,59305,1
I914,F58-F446,ATL,DEN,20760,59305,3
I915,F208-F446,CLT,DEN,20280,59305,19
I916,F381-F446,CLT,DEN,20340,59305,38
I917,F445-F446,ATL,DEN,20820,59305,48
I918,F446,JFK,DEN,47565,59305,51
I919,F447,PHX,ATL,19920,31390,96
I920,F117-F448,LAS,JFK,19920,58132,17
I921,F236-F448,LAS,JFK,20160,58132,20
I922,F285-F448,ORD,JFK,19980,58132,30
I923,F298-F448,DEN,JFK,20880,58132,10
I924,F448,ATL,JFK,52633,58132,19
I925,F381-F449,CLT,ATL,20340,80060,19
I926,F383-F449,CLT,ATL,35136,80060,8
I927,F449,JFK,ATL,74561,80060,69
I928,F450,DFW,ATL,20940,26223,96
I929,F74-F451,JFK,DEN,19980,65209,2
I930,F77-F451,ORD,DEN,20580,65209,19
I931,F117-F451,LAS,DEN,19920,65209,9
I932,F13-F177-F451,ORD,DEN,19860,65209,10
I933,F186-F451,LAS,DEN,30700,65209,7
I934,F206-F451,ORD,DEN,41449,65209,2
I935,F236-F451,LAS,DEN,20160,65209,13
I936,F13-F262-F451,ORD,DEN,19860,65209,4
I937,F451,ATL,DEN,56542,65209,29
I938,F45-F452,CLT,PHX,32081,72952,64
I939,F76-F452,ORD,PHX,55516,72952,5
I940,F92-F452,LAS,PHX,20880,72952,13
I941,F261-F440-F452,ORD,PHX,20940,72952,7
I942,F74-F451-F452,JFK,PHX,19980,72952,1
I943,F452,DEN,PHX,68596,72952,6
